leaf,tape,target,non-target
1035,0,9;2;1,9;2;1
1040,0,9;3,9;3
1066,0,9,9
1085,0,9;0;2;9;5;9,9;0;2;9;5
1105,0,7;7;9,7;7
1118,0,7;0;3;3,7;0;3;3
1135,0,5,
1141,0,9;9,9;9
1148,0,9;9,9;9
1165,0,8;4;5;6,8;4;5;6
1169,0,8;4;2;0;4,8;4;2;0
1186,0,8;8,8
1195,0,8,8
1197,0,8;7;2;4,8;7;2
1201,0,8;8;8,8;8;8
1204,0,8;8,8;8
1210,0,8;8;2,8;8;2
1262,0,8;2;4;9,8;2;4
1267,0,8;3,8
1268,0,8;1,8;1
1276,0,8;3,8;3
1302,0,9;9;4;3,9;9;4
1325,0,3;4,3
1335,0,2,
1355,0,2;0;9,2;0;9
1375,0,2,2
1380,0,2;3;0;0;1;4,2;3;0;0;1
1388,0,2;3;5,2;3
1390,0,2;3;4,2;3
1418,0,9;2;0,9;2
1431,0,9;7;1,9;7
1438,0,9,9
1460,0,9;7,9;7
1472,0,1;8;3;2,1;8;3;2
1478,0,1;8;3;2;0,1;8;3;2
1483,0,1;8;1;9,1;8;1;9
1490,0,1;4;4;5,1;4;4;5
1510,0,1;1;8;2;7;4,1;1;8;2;7
1524,0,1,1
1532,0,1;9;5,1;9
1559,0,2;7;1,2;7
1577,0,2;1;6,2;1;6
1604,0,2;2;8,2;2;8
1605,0,2;2;6;0,2;2;6
1607,0,2;2;6,2;2;6
1617,0,2;2;1;7;5,2;2;1;7
1620,0,2;2,2;2
1621,0,2;2;4,2;2
1639,0,2;2;0;9,2;2;0;9
1654,0,2;2,2;2
1656,0,2;2;8;5,2;2;8;5
1657,0,2;2;8;6,2;2;8
1672,0,2;6;8;0;0;3;0,2;6;8;0;0;3;0
1679,0,2;6;8;0;0;7,2;6;8;0;0;7
1706,0,2;6;8;1,2;6;8;1
1720,0,2;6;8;2;1;2,2;6;8;2;1
1724,0,2;6;8;2;5,2;6;8;2
1739,0,2;6;6;9;3,2;6;6;9
1770,0,2;6;5;0,2;6;5
1797,0,2;8;6;7;1;8,2;8;6;7;1;8
1825,0,2;8;1;7;7;6,2;8;1;7;7
1826,0,2;8;8,2;8;8
1841,0,2;8;5,2;8;5
1844,0,2;8;5;5;9,2;8;5;5
1854,0,2;8;5,2;8;5
1856,0,2;8;1;8;2;4,2;8;1;8;2;4
1872,0,2;8;1;8;8;9,2;8;1;8;8
1881,0,2;8;1;8;2;7;4;9,2;8;1;8;2;7;4
1899,0,2;8;9;2;8;9,2;8;9;2;8;9
1905,0,2;8;9;6,2;8;9;6
1919,0,2;8;9;5;7,2;8;9;5
1922,0,2;8;2;0;2;9,2;8;2;0;2
1931,0,2;8;2;2;2;1;6,2;8;2;2;2;1
1937,0,2;8;2;3;9;5;1,2;8;2;3;9;5
1939,0,2;8;2;3;9;9,2;8;2;3;9;9
1940,0,2;8;2;3;8;3,2;8;2;3;8;3
1942,0,2;8;2;3;0,2;8;2;3;0
1945,0,2;8;2;3;3,2;8;2;3;3
1953,0,2;8;2;3;4;5;3,2;8;2;3;4;5
1954,0,2;8;2;3;4;2;8,2;8;2;3;4;2;8
1971,0,2;8;2;3;4;7;1;4,2;8;2;3;4;7;1;4
1974,0,2;8;2;3;4;6;8,2;8;2;3;4;6
1980,0,2;8;2;3;4;3;0,2;8;2;3;4;3
1981,0,2;8;2;3;4;3;1,2;8;2;3;4;3
1985,0,2;8;2;9;3;8;1;6,2;8;2;9;3;8;1;6
1988,0,2;8;2;9;3;8;2,2;8;2;9;3;8;2
2003,0,2;8;2;9;6,2;8;2;9
2013,0,2;8;2;9;5;7;1,2;8;2;9;5;7;1
2016,0,2;8;2;9;7;1;9,2;8;2;9;7;1
2018,0,2;8;2;9;7;1;0,2;8;2;9;7;1;0
2019,0,2;8;2;9;7;1;0;7,2;8;2;9;7;1;0;7
2024,0,2;8;2;9,2;8;2;9
2030,0,2;8;2;9;1;0;8;5,2;8;2;9;1;0;8
2035,0,2;8;2;9;6;4;1,2;8;2;9;6;4;1
2038,0,2;8;2;9;0,2;8;2;9
2043,0,2;8;2;9;7;2;4,2;8;2;9;7;2
2046,0,2;8;2;9;7,2;8;2;9;7
