leaf,tape,target,non-target
265,0,0;2,0
266,0,0;1,0;1
278,0,0;3;7;1,0;3;7
289,0,0;2;9,0;2
291,0,0;2;1;2,0;2;1
295,0,0;2;8;5,0;2;8
305,0,0,0
311,0,0,0
318,0,0;2,0;2
320,0,0;6;1;9,0;6;1;9
332,0,0;6;1;7,0;6;1
336,0,0;6;0,0;6;0
343,0,0;6;5;0,0;6;5
347,0,0;6;4;5,0;6;4
368,0,0;0;7;2;1,0;0;7;2;1
374,0,0;0;7,0;0;7
378,0,0;0,0;0
400,0,1,1
406,0,1;3,1;3
409,0,1;2;1,1;2
423,0,1;3;7;5;8,1;3;7;5
427,0,1;3;7;8;7,1;3;7;8
433,0,1;4;3;7,1;4;3;7
439,0,1;6;6,1;6
442,0,1;6;2;0,1;6;2
452,0,2;5;2;8;0,2;5;2;8
459,0,2;5;7,2;5;7
465,0,2;6;3;2;5;7,2;6;3;2;5
466,0,2;6;3;0,2;6;3;0
472,0,2;8;1,2;8;1
479,0,2,2
485,0,2;1,2;1
498,0,3;8;8,3;8
506,0,2;3;0,2;3
