leaf,tape,target,non-target
128,0,8;3,8;3
129,0,8;3;4;5,8;3;4
130,0,8,8
131,0,8;9,8
132,0,8;5,8
133,0,8,8
134,0,8;0,8;0
135,0,8,8
136,0,,
137,0,,
138,0,4;3,4
139,0,4;3,4
140,0,,
141,0,4,4
142,0,8;4,8;4
143,0,8;7,8
144,0,6,6
145,0,6,6
146,0,7;6,7
147,0,8,
148,0,2;2,2
149,0,2;4,2;4
150,0,9,
151,0,1,
152,0,0;3,0;3
153,0,0,0
154,0,9,9
155,0,0,0
156,0,,
157,0,0,
158,0,2;6,2;6
159,0,2;5,2
160,0,9;0,9;0
161,0,9;0,9;0
162,0,9;0,9;0
163,0,9;0,9;0
164,0,9;0,9;0
165,0,9;0;1,9;0;1
166,0,9;0;1;8,9;0;1
167,0,9;0;3,9;0
168,0,9;5;3;6;7,9;5;3;6
169,0,9;5;3,9;5;3
170,0,9;5;4,9;5
171,0,9;5,9;5
172,0,9;1;3;6,9;1;3
173,0,9;1;3,9;1;3
174,0,9;1;4;2,9;1;4
175,0,9;1;4;7,9;1;4
176,0,9;2,9
177,0,9;0,9;0
178,0,9;9;6,9;9
179,0,9,9
180,0,9;0,9
181,0,9;6,9
182,0,9;5,9;5
183,0,9;5,9
184,0,9,9
185,0,9,9
186,0,9;6,9;6
187,0,9;6;2;1,9;6;2
188,0,9;9;3,9;9;3
189,0,9;9;5,9;9
190,0,9;6,9;6
191,0,9;6,9;6
192,0,,
193,0,1;7,1;7
194,0,2;9;0,2;9
195,0,2;3,2
196,0,,
197,0,4,
198,0,0;5;0,0;5
199,0,0;8,0;8
200,0,6,6
201,0,6;8,6
202,0,,
203,0,4;8,4
204,0,9;3,9;3
205,0,9;3,9;3
206,0,9;3,9;3
207,0,9;3;7,9;3
208,0,8,8
209,0,9,
210,0,,
211,0,,
212,0,,
213,0,,
214,0,,
215,0,,
216,0,2;1,2
217,0,8,
218,0,,
219,0,2,
220,0,2;8,2;8
221,0,2;8,2;8
222,0,2;1,2;1
223,0,2;1;7;7,2;1;7
224,0,7,7
225,0,,
226,0,7;9,7;9
227,0,7;9;2,7;9
228,0,2;5;4;9,2;5;4;9
229,0,2;5;4;3,2;5;4
230,0,2;6,2;6
231,0,2,2
232,0,8,8
233,0,,
234,0,5,
235,0,2,2
236,0,3;3,3;3
237,0,3;3,3;3
238,0,3,3
239,0,3;6,3;6
240,0,,
241,0,,
242,0,9,
243,0,3,
244,0,,
245,0,5,
246,0,3;2,3
247,0,7,
248,0,2;5;0;9,2;5;0;9
249,0,2;5;0;9,2;5;0
250,0,2;4,2
251,0,2;6,2
252,0,2;5,2;5
253,0,2;5;7,2;5
254,0,2;5;3,2;5;3
255,0,2;5;3;8;9,2;5;3;8
