leaf,tape,target,non-target
40,0,4;7;6;6;4,4;7;6;6
43,0,4;7;3;2;3,4;7;3;2
56,0,2;6;4;0;7;1;3,2;6;4;0;7;1
61,0,2;5;3,2;5
97,0,3;0;1;2,3;0;1
102,0,3;1;7;3;4,3;1;7;3
109,0,2;6;4;0;5;6,2;6;4;0;5
124,0,4;7;7;4;6;7;7;3,4;7;7;4;6;7;7
128,0,4;7;7;2;7;3;2;6,4;7;7;2;7;3;2;6
141,0,4;7;7;7;8;6;1,4;7;7;7;8;6
142,0,4;7;7;7;3;7,4;7;7;7;3
143,0,4;7;7;7;5,4;7;7;7
144,0,4;7;6;8;7;9,4;7;6;8;7
145,0,4;7;6;8;5,4;7;6;8
152,0,4;7;6;9;9;4;5,4;7;6;9;9;4
153,0,4;7;6;9;9;4,4;7;6;9;9
154,0,4;7;6;7;0,4;7;6;7
155,0,4;7;6;7,4;7;6
164,0,4;0;8;8;3;4,4;0;8;8;3
165,0,4;0;8;8;6,4;0;8;8
166,0,4;0;1;2,4;0;1
167,0,4;0;8,4;0
168,0,4;3;0;8;5,4;3;0;8
170,0,4;3;2;8;6;9,4;3;2;8;6
172,0,4;5;1;0;0,4;5;1;0
174,0,4;6;5,4;6
176,0,3;0;6;7;2;2;6;9,3;0;6;7;2;2;6
194,0,3;1;7;1;2;9,3;1;7;1;2
195,0,3;1;7;1;2,3;1;7;1
204,0,2;6;4;0;5;5;2;7,2;6;4;0;5;5;2
205,0,2;6;4;0;5;5;1,2;6;4;0;5;5
206,0,2;6;4;3;1;3;9,2;6;4;3;1;3
207,0,2;6;4;3;1;4,2;6;4;3;1
210,0,2;6;4;5;1;7,2;6;4;5;1
212,0,2;6;4;0;3,2;6;4;0
214,0,2;6;2;0;3,2;6;2;0
215,0,2;6;2;0,2;6;2
219,0,6;7;6,6;7
220,0,6;4;3;7,6;4;3
221,0,6;4;4,6;4
224,0,5;1;1;9,5;1;1
236,0,4;7;7;4;9;0;7;9,4;7;7;4;9;0;7
237,0,4;7;7;4;9;0;4,4;7;7;4;9;0
238,0,4;7;7;4;9;5;9,4;7;7;4;9;5
239,0,4;7;7;4;9;0,4;7;7;4;9
244,0,4;7;7;2;7;3;2;1,4;7;7;2;7;3;2;1
246,0,4;7;7;5;2;8;3;5,4;7;7;5;2;8;3
251,0,4;7;7;6;9;7,4;7;7;6;9
257,0,4;7;7;6;5;0;1;8,4;7;7;6;5;0;1
258,0,4;7;7;6;1;9;6,4;7;7;6;1;9
262,0,4;7;7;7;8;6;6;7,4;7;7;7;8;6;6;7
263,0,4;7;7;7;8;6;6;2,4;7;7;7;8;6;6
264,0,4;7;6;6;5;5,4;7;6;6;5
265,0,4;7;6;6;1,4;7;6;6
266,0,4;7;6;6;0,4;7;6;6
267,0,4;7;6;4,4;7;6
268,0,4;7;6;6;4;1;3;4,4;7;6;6;4;1;3
276,0,4;7;7;1;7;5;4,4;7;7;1;7;5
280,0,4;7;7;8;0;8,4;7;7;8;0
281,0,4;7;7;8;9,4;7;7;8
282,0,4;7;7;2;1;8,4;7;7;2;1
283,0,4;7;7;2;7,4;7;7;2
285,0,4;0;2;8;9;6,4;0;2;8;9
288,0,4;0;2;3;5;5;7,4;0;2;3;5;5
289,0,4;0;2;3;5;1,4;0;2;3;5
291,0,4;0;2;3;1;4,4;0;2;3;1
292,0,4;3;0;4;3,4;3;0;4
295,0,4;3;3,4;3
297,0,4;5;5,4;5
298,0,4;8;7;9,4;8;7
299,0,4;8;0,4;8
300,0,3;0;6;7;2;2;1;1,3;0;6;7;2;2;1
301,0,3;0;6;7;2;2;8,3;0;6;7;2;2
308,0,3;0;6;3;9;4;1,3;0;6;3;9;4
309,0,3;0;6;3;9;5,3;0;6;3;9
314,0,3;0;1;6;6;4;0,3;0;1;6;6;4
321,0,3;0;9;3;6,3;0;9;3
