leaf,tape,target,non-target
1028,0,0;7;4;6;1,0;7;4;6
1029,0,0;7;3,0;7
1031,0,0;7;7;2,0;7;7
1045,0,0;7,0;7
1060,0,0;7;6;3,0;7;6
1063,0,0;7;6;9,0;7;6;9
1077,0,0;7,0;7
1083,0,0;7;4;7,0;7;4;7
1118,0,0;7;0;3;9,0;7;0;3
1130,0,0;7;0;8,0;7;0;8
1132,0,0;7;0;8;9;6,0;7;0;8;9
1136,0,0;7;0;8;6,0;7;0;8
1145,0,0;7;0;8;6;6,0;7;0;8;6
1158,0,0;7;2;4,0;7;2
1160,0,0;7;2,0;7;2
1162,0,0;7;2;5,0;7;2
1168,0,0;7;2;3;7,0;7;2;3
1169,0,0;7;2;3,0;7;2;3
1170,0,0;7;2;3,0;7;2;3
1174,0,0;7;2;3;6;5,0;7;2;3;6;5
1190,0,0;7;2;1;3;2,0;7;2;1;3
1207,0,0;7;2;1;2;9,0;7;2;1;2;9
1227,0,0;7;3;0,0;7;3
1228,0,0;7;3;0;0;1;1,0;7;3;0;0;1
1237,0,0;7;4;1;8,0;7;4;1;8
1239,0,0;7;4,0;7;4
1240,0,0;7;4;1,0;7;4;1
1246,0,0;7;4;1;1,0;7;4;1;1
1247,0,0;7;4;1;1,0;7;4;1;1
1255,0,0;7;7,0;7;7
1276,0,0;7;9,0;7
1279,0,0;7;2,0;7;2
1317,0,0;5;8;6;1;0,0;5;8;6;1;0
1318,0,0;5;8;6;1;0;8,0;5;8;6;1;0
1324,0,0;5;8;6;1;4,0;5;8;6;1
1327,0,0;5;8;6;1;5,0;5;8;6;1;5
1340,0,0;5;5,0;5
1344,0,0;5;9;8;2;0,0;5;9;8;2
1348,0,0;5;9;8;2;8;1,0;5;9;8;2;8
1349,0,0;5;9;8;2;8;3,0;5;9;8;2;8;3
1351,0,0;5;9;8;2;8;3;5,0;5;9;8;2;8;3
1352,0,0;5;9;8;2,0;5;9;8;2
1353,0,0;5;9;8;2,0;5;9;8;2
1372,0,0;5;9;8;3;4,0;5;9;8;3;4
1389,0,0;5;9;6,0;5;9
1401,0,0;5;9;4;9,0;5;9;4
1414,0,0;5;6;9;3,0;5;6;9
1421,0,0;5;7;7,0;5;7;7
1424,0,0;5;3,0;5;3
1429,0,0;5;5;9,0;5;5;9
1447,0,0;5;0;3;4,0;5;0;3;4
1453,0,0;5;0,0;5;0
1470,0,0;5;0;0;1,0;5;0;0
1471,0,0;5;0;0;1,0;5;0;0
1484,0,0;5;0;2,0;5;0
1487,0,0;5;0,0;5;0
1489,0,0;5;0;8;9;0,0;5;0;8;9
1498,0,0;5;0;8;6;2;5,0;5;0;8;6;2
1526,0,0;5;0;9;4;5,0;5;0;9;4
1528,0,0;5;0;9;3,0;5;0;9;3
1530,0,0;5;0;9;8,0;5;0;9;8
1536,0,6;8;2,6;8
1541,0,6;8,6;8
1554,0,6;4;1,6;4;1
1555,0,6;4;1;1,6;4;1
1566,0,6;8;6,6;8
1593,0,6;8;3;3;0,6;8;3;3
1603,0,6;8,6;8
1609,0,7;6,7
1624,0,8;6;6;1,8;6;6
1632,0,2;9;5,2;9
1649,0,8;0,8;0
1664,0,0;6;5;5;3;2,0;6;5;5;3
1668,0,0;6;5;5;4;1,0;6;5;5;4
1684,0,0;6;5;2;6;8,0;6;5;2;6
1687,0,0;6;5;2,0;6;5;2
1689,0,0;6;5;8;8;2;7,0;6;5;8;8;2
1701,0,0;6;8;0,0;6;8;0
1702,0,0;6;8,0;6;8
1707,0,0;6;0;0;8,0;6;0;0
1709,0,0;6,0;6
1726,0,0;6;5;3,0;6;5;3
1727,0,0;6;5;3,0;6;5;3
1748,0,4;9;0,4;9
1753,0,2,2
1778,0,3;9;4,3;9
1792,0,3,3
1796,0,8,8
1803,0,7;4,7;4
1805,0,3;9,3
1812,0,4,4
1819,0,6;7,6;7
1841,0,2;2,2;2
1859,0,,
1865,0,3;3,3
1866,0,3,3
1875,0,2;0;7,2;0
1891,0,2;4,2
1894,0,0;9;7,0;9
1895,0,0,0
1903,0,7;8;9,7;8
1905,0,6,6
1912,0,0,0
1947,0,9;7;7,9;7
1950,0,9;4,9;4
1964,0,3;3,3;3
1969,0,,
1993,0,6,6
2001,0,6;4;0;5,6;4;0;5
2004,0,6,6
2020,0,6;6;7,6;6;7
2030,0,6;4,6;4
2033,0,6;2;6,6;2
