leaf,tape,target,non-target
67,0,7;5;4;2;5;8;3,7;5;4;2;5;8
138,0,7;5;5;2;0;3,7;5;5;2;0
172,0,7;9;1;9;7;0,7;9;1;9;7
198,0,1;2;4;1;6;8,1;2;4;1;6
200,0,1;2;4;5;8;5,1;2;4;5;8
202,0,1;0;8;4,1;0;8
225,0,6;3;4,6;3
232,0,7;5;4;4;3,7;5;4;4
266,0,7;7;8;0;6;7;2,7;7;8;0;6;7
267,0,7;7;8;0;6;3,7;7;8;0;6
310,0,7;7;8;8;1,7;7;8;8
332,0,1;2;8;4;1;7,1;2;8;4;1
333,0,1;2;8;4;5;7,1;2;8;4;5
341,0,1;4;9;6;1,1;4;9;6
349,0,0;2;9;6;1,0;2;9;6
385,0,7;5;4;1;0,7;5;4;1
412,0,7;5;2;5;1;5;4,7;5;2;5;1;5
415,0,7;5;0;5;2;3,7;5;0;5;2
419,0,7;7;8;2;1;2;8;0,7;7;8;2;1;2;8
435,0,7;7;3;5;7;3,7;7;3;5;7
437,0,7;7;3;6;0;2;6,7;7;3;6;0;2
453,0,7;7;2;6;0;1,7;7;2;6;0
454,0,7;7;2;1;8;3;8,7;7;2;1;8;3
462,0,7;4;7;4;2;6;6;8,7;4;7;4;2;6;6
489,0,7;9;1;9;3;3,7;9;1;9;3
502,0,1;2;7;3;9;4;5,1;2;7;3;9;4
507,0,1;2;0;6;1,1;2;0;6
536,0,0;2;1;8;1;4,0;2;1;8;1
548,0,0;6;5;5;4,0;6;5;5
551,0,0;6;1,0;6
553,0,0;1;1,0;1
554,0,0;7;9,0;7
555,0,0;1,0
564,0,3;0;3;8;5,3;0;3;8
572,0,7;8;5;5,7;8;5
581,0,7;5;4;1;0;8,7;5;4;1;0
602,0,7;5;5;2;4;8;2;0,7;5;5;2;4;8;2;0
608,0,7;5;0;5;2;5;7;0,7;5;0;5;2;5;7
630,0,7;7;3;4;7;8;1;1,7;7;3;4;7;8;1
636,0,7;7;7;7;4;7;3;5,7;7;7;7;4;7;3
648,0,7;7;2;1;8;7;5,7;7;2;1;8;7
650,0,7;4;7;4;2;6;6;8,7;4;7;4;2;6;6;8
651,0,7;4;7;4;2;6;6;8,7;4;7;4;2;6;6;8
653,0,7;4;7;4;2;6;6;2,7;4;7;4;2;6;6
664,0,7;4;7;9;3;9;4;4,7;4;7;9;3;9;4;4
665,0,7;4;7;9;3;9;4;9,7;4;7;9;3;9;4
701,0,1;4;9;0;1;1;1,1;4;9;0;1;1
702,0,1;4;9;0;3;5;0;2,1;4;9;0;3;5;0;2
704,0,1;4;9;0;3;5;9;0,1;4;9;0;3;5;9
713,0,1;0,1;0
714,0,0;2;9;2;3;9;3,0;2;9;2;3;9
719,0,0;2;9;2;0,0;2;9;2
760,0,7;5;5;2;9;5;8;2,7;5;5;2;9;5;8;2
772,0,7;5;5;2;9;5;4;3,7;5;5;2;9;5;4;3
795,0,7;7;8;5;6;7,7;7;8;5;6
801,0,7;7;3;5;7;7;5,7;7;3;5;7;7
814,0,7;4;7;9;3;8;4;0,7;4;7;9;3;8;4
815,0,7;4;7;9;3;8;5,7;4;7;9;3;8
821,0,7;4;7;2;3;0;7;9,7;4;7;2;3;0;7
824,0,7;4;7;2;1;5;0;6,7;4;7;2;1;5;0
830,0,7;7;3;0;0;2;8,7;7;3;0;0;2
856,0,0;2;7;6;9;7,0;2;7;6;9
857,0,0;2;7;6;8,0;2;7;6
868,0,0;1;9;3;6,0;1;9;3
884,0,7;5;5;2;9;5;8;9,7;5;5;2;9;5;8;9
889,0,7;5;5;2;9;5;3;4,7;5;5;2;9;5;3;4
891,0,7;5;5;2;9;5;3;4,7;5;5;2;9;5;3;4
894,0,7;5;5;2;9;5;4;4,7;5;5;2;9;5;4;4
927,0,7;4;7;4;2;4;9;2,7;4;7;4;2;4;9;2
936,0,1;2;0;6;4;1;9;3,1;2;0;6;4;1;9
939,0,1;2;0;2;3;0;4;8,1;2;0;2;3;0;4
949,0,0;2;7;8;9;6,0;2;7;8;9
961,0,7;5;5;2;9;5;3;4,7;5;5;2;9;5;3;4
963,0,7;5;5;2;9;5;4;4,7;5;5;2;9;5;4;4
970,0,7;7;8;5;6;9;9;1,7;7;8;5;6;9;9
971,0,7;7;8;5;6;9;6,7;7;8;5;6;9
982,0,7;5;5;2;9;5;8;9,7;5;5;2;9;5;8;9
983,0,7;5;5;2;9;5;8;9,7;5;5;2;9;5;8;9
