leaf,tape,target,non-target
33,0,7;5;4;1;9;9,7;5;4;1;9
66,0,7;5;4;2;5;8;1,7;5;4;2;5;8;1
67,0,7;5;4;2;5;8;3,7;5;4;2;5;8
68,0,7;5;4;6;8,7;5;4;6
94,0,1;2;7;3;3;3;4;3,1;2;7;3;3;3;4
101,0,1;2;8;2,1;2;8
105,0,1;4;7,1;4
109,0,1;4,1
120,0,3;1;0,3;1
121,0,3;5,3
123,0,6;2;7,6;2
126,0,7;5;4;1;7;4;9;7,7;5;4;1;7;4;9;7
127,0,7;5;4;1;7;4;9;8,7;5;4;1;7;4;9
128,0,7;5;4;1;7;4;9;0,7;5;4;1;7;4;9
129,0,7;5;4;1;7;4;4,7;5;4;1;7;4
138,0,7;5;5;2;0;3,7;5;5;2;0
139,0,7;5;5;2;2,7;5;5;2
144,0,7;5;2;5;8;9,7;5;2;5;8
149,0,7;7;8;2;1;7;5,7;7;8;2;1;7
172,0,7;9;1;9;7;0,7;9;1;9;7
174,0,7;9;0;7;1,7;9;0;7
175,0,7;9;0;0,7;9;0
176,0,7;7;7;9;7;8,7;7;7;9;7
181,0,1;2;7;3;3;3;7,1;2;7;3;3;3
185,0,1;2;7;3;4,1;2;7;3
194,0,1;4;9;2;7;4,1;4;9;2;7
197,0,1;4;9;2;3,1;4;9;2
198,0,1;2;4;1;6;8,1;2;4;1;6
199,0,1;2;4;1;1,1;2;4;1
200,0,1;2;4;5;8;5,1;2;4;5;8
201,0,1;2;4;2,1;2;4
202,0,1;0;8;4,1;0;8
204,0,0;2;9;3;3;0;0;9,0;2;9;3;3;0;0;9
211,0,0;2;6;5;0;2,0;2;6;5;0
212,0,0;1;3;9;6,0;1;3;9
213,0,0;1;3;0,0;1;3
215,0,0;1;8;1,0;1;8
224,0,6;3;5;8,6;3;5
225,0,6;3;4,6;3
231,0,7;5;4;0;3,7;5;4;0
232,0,7;5;4;4;3,7;5;4;4
246,0,7;5;4;9;9;7;7,7;5;4;9;9;7
247,0,7;5;4;9;9;3,7;5;4;9;9
249,0,7;5;4;9;6,7;5;4;9
250,0,7;5;4;7;7;9;6;6,7;5;4;7;7;9;6;6
251,0,7;5;4;7;7;9;6;6,7;5;4;7;7;9;6;6
252,0,7;5;4;7;7;9;6;2,7;5;4;7;7;9;6;2
253,0,7;5;4;7;7;9;6;3,7;5;4;7;7;9;6
254,0,7;5;2;5;1;2;7,7;5;2;5;1;2
257,0,7;5;0;0,7;5;0
258,0,7;5;5;1;7,7;5;5;1
261,0,7;7;8;2;1;2;0;0,7;7;8;2;1;2;0;0
264,0,7;7;8;2;8;3,7;7;8;2;8
265,0,7;7;8;2;3,7;7;8;2
266,0,7;7;8;0;6;7;2,7;7;8;0;6;7
267,0,7;7;8;0;6;3,7;7;8;0;6
268,0,7;7;8;0;6;1,7;7;8;0;6
269,0,7;7;8;0;6;5,7;7;8;0;6
275,0,7;7;3;5;7;9;2;9,7;7;3;5;7;9;2;9
276,0,7;7;3;5;7;0;4;7,7;7;3;5;7;0;4
279,0,7;7;3;6;0;4,7;7;3;6;0
291,0,7;4;7;4;2;6;6;8,7;4;7;4;2;6;6;8
304,0,7;4;7;7;1,7;4;7;7
309,0,7;7;3,7;7
310,0,7;7;8;8;1,7;7;8;8
315,0,1;2;7;3;3;3;7;5,1;2;7;3;3;3;7
316,0,1;2;7;3;3;3;2;3,1;2;7;3;3;3;2;3
317,0,1;2;7;3;3;3;2;3,1;2;7;3;3;3;2;3
318,0,1;2;7;3;3;3;9;9,1;2;7;3;3;3;9
319,0,1;2;7;3;3;3;6,1;2;7;3;3;3
322,0,1;2;0;6;8;3;9,1;2;0;6;8;3
323,0,1;2;0;6;8;7,1;2;0;6;8
330,0,1;2;8;4;5;1;8,1;2;8;4;5;1
331,0,1;2;8;4;5;4,1;2;8;4;5
332,0,1;2;8;4;1;7,1;2;8;4;1
333,0,1;2;8;4;5;7,1;2;8;4;5
338,0,1;4;9;2;8,1;4;9;2
339,0,1;4;9;7;6,1;4;9;7
341,0,1;4;9;6;1,1;4;9;6
344,0,0;2;9;3;3;0;7;0,0;2;9;3;3;0;7;0
348,0,0;2;9;6;3;3,0;2;9;6;3
349,0,0;2;9;6;1,0;2;9;6
350,0,0;2;1;8;4;6,0;2;1;8;4
352,0,0;2;1;1;6;3,0;2;1;1;6
353,0,0;2;1;8,0;2;1
357,0,0;1;8;7;5;7,0;1;8;7;5
362,0,0;8;3;4;7,0;8;3;4
363,0,0;8;3;1,0;8;3
368,0,3;0;3;1;5;3,3;0;3;1;5
372,0,3;0;1;5;8,3;0;1;5
376,0,4;2;7;8,4;2;7
377,0,4;2;2,4;2
380,0,3;4;8,3;4
382,0,7;5;4;0;7;7;8,7;5;4;0;7;7
385,0,7;5;4;1;0,7;5;4;1
394,0,7;5;5;2;9;5;3;8,7;5;5;2;9;5;3;8
395,0,7;5;5;2;9;5;3;1,7;5;5;2;9;5;3
396,0,7;5;5;2;9;5;5;8,7;5;5;2;9;5;5
397,0,7;5;5;2;9;5;4;2,7;5;5;2;9;5;4
398,0,7;5;5;2;9;9;2;3,7;5;5;2;9;9;2;3
399,0,7;5;5;2;9;9;9,7;5;5;2;9;9
401,0,7;5;5;2;9;1;1;0,7;5;5;2;9;1;1
406,0,7;5;5;2;4;4;0;6,7;5;5;2;4;4;0;6
407,0,7;5;5;2;4;4;0;3,7;5;5;2;4;4;0
408,0,7;5;5;2;4;9;3,7;5;5;2;4;9
409,0,7;5;5;2;4;3,7;5;5;2;4
410,0,7;5;4;9;4;1;9;6,7;5;4;9;4;1;9
411,0,7;5;4;9;4;5,7;5;4;9;4
412,0,7;5;2;5;1;5;4,7;5;2;5;1;5
413,0,7;5;2;5;1;9,7;5;2;5;1
415,0,7;5;0;5;2;3,7;5;0;5;2
416,0,7;5;5;4;7,7;5;5;4
417,0,7;5;5;9,7;5;5
419,0,7;7;8;2;1;2;8;0,7;7;8;2;1;2;8
420,0,7;7;8;2;2;9;7;3,7;7;8;2;2;9;7
421,0,7;7;8;2;2;9;4,7;7;8;2;2;9
422,0,7;7;8;2;2;7;8,7;7;8;2;2;7
423,0,7;7;8;2;2;9,7;7;8;2;2
432,0,7;7;3;5;7;9;2;9,7;7;3;5;7;9;2;9
433,0,7;7;3;5;7;9;2;9,7;7;3;5;7;9;2;9
435,0,7;7;3;5;7;3,7;7;3;5;7
436,0,7;7;3;6;0;2;8;4,7;7;3;6;0;2;8
437,0,7;7;3;6;0;2;6,7;7;3;6;0;2
439,0,7;7;3;4;7;1,7;7;3;4;7
445,0,7;7;7;7;6;4;1,7;7;7;7;6;4
446,0,7;7;7;0;0;2;4,7;7;7;0;0;2
448,0,7;7;7;0;3;2,7;7;7;0;3
449,0,7;7;7;0;1,7;7;7;0
450,0,7;7;2;6;8;9;6,7;7;2;6;8;9
453,0,7;7;2;6;0;1,7;7;2;6;0
454,0,7;7;2;1;8;3;8,7;7;2;1;8;3
456,0,7;7;2;7;4,7;7;2;7
457,0,7;7;2;6,7;7;2
458,0,7;4;7;4;2;6;6;8,7;4;7;4;2;6;6;8
