parent,child,weight
244,189,1.2023425102233887
244,180,1.2023425102233887
245,131,1.2860599756240845
245,192,1.2860599756240845
246,133,0.9295383095741272
246,185,0.9295383095741272
247,179,1.2864328622817993
247,244,0.08409035205841064
248,197,1.2113690376281738
248,243,1.2113690376281738
249,204,1.3363863229751587
249,248,0.12501728534698486
250,246,0.7093575596809387
250,251,0.17060887813568115
251,245,0.1822270154953003
251,174,1.4682869911193848
252,250,0.239732027053833
252,249,0.5422415733337402
253,252,0.14124810695648193
253,247,0.7334431409835815
-1,253,0.19220320880413055
