leaf,tape,target,non-target
1028,0,8;8;3,8;8;3
1043,0,8;6;0,8;6
1044,0,8,8
1048,0,8;2;0,8;2
1057,0,8,8
1065,0,8;6;9,8;6;9
1072,0,8;4;0,8;4
1076,0,8;4;1,8;4
1085,0,8;5;6;6,8;5;6
1086,0,8,8
1094,0,3,
1098,0,7;9;2,7;9
1103,0,,
1110,0,7,7
1121,0,,
1136,0,7;0;2;6;3,7;0;2;6
1139,0,7;8,7;8
1149,0,7,7
1150,0,7;8;1,7;8
1162,0,5;7,5
1168,0,5;3;3;5,5;3;3;5
1224,0,7;3;2;1,7;3;2
1232,0,1;2;0,1;2
1260,0,0;8,0
1262,0,7,7
1302,0,3;2,3
1308,0,3;9;3,3;9
1312,0,3;6,3
1313,0,3,3
1339,0,4;1,4;1
1349,0,0,
1360,0,,
1369,0,3;0;7,3;0;7
1378,0,8;9;1;3;6,8;9;1;3
1381,0,8;9;0,8;9;0
1412,0,8,
1437,0,0;5;6;0,0;5;6
1452,0,9;8,9
1480,0,0;4;5;3,0;4;5
1481,0,0;4,0;4
1492,0,0,0
1525,0,0,0
1566,0,4;6;8;1;0;7;5,4;6;8;1;0;7
1587,0,4;6;5;3,4;6;5;3
1588,0,4;6;5;3,4;6;5;3
1605,0,4;6;5;3,4;6;5
1635,0,4;6;2;6;2;0,4;6;2;6;2
1643,0,4;6;2;3;9;9;3,4;6;2;3;9;9
1646,0,4;6;2;1;6;9,4;6;2;1;6;9
1652,0,4;6;5;5;5;7,4;6;5;5;5;7
1663,0,4;6;9;9;8,4;6;9;9
1666,0,4;8;8;3,4;8;8;3
1667,0,4;8;8;3;2,4;8;8;3
1670,0,4;8;8;3;0;6,4;8;8;3;0
1678,0,4;8;8;3;1;1;3,4;8;8;3;1;1
1684,0,4;8;8;3;2,4;8;8;3
1685,0,4;8;8;3;5,4;8;8;3
1693,0,4;8;8;3;6;3;1,4;8;8;3;6;3
1715,0,4;8;8;1;2,4;8;8;1;2
1716,0,4;8;8;1,4;8;8;1
1727,0,4;8;8;9;8;7,4;8;8;9;8;7
1730,0,4;8;8;5;7;3;5,4;8;8;5;7;3
1731,0,4;8;8;5;7;3;3,4;8;8;5;7;3
1743,0,4;8;8;5;4;9;6,4;8;8;5;4;9
1770,0,4;8;8;5;9;7,4;8;8;5;9
1772,0,4;8;8;5;9;5;4;9,4;8;8;5;9;5;4;9
1775,0,4;8;8;5;9;5,4;8;8;5;9;5
1779,0,4;8;8;5,4;8;8;5
1796,0,4;4;5;8;0,4;4;5;8
1804,0,4;4;5;3;2,4;4;5;3;2
1805,0,4;4;5;3;9,4;4;5;3;9
1806,0,4;4;5;3;2,4;4;5;3
1807,0,4;4;5;3;0,4;4;5;3
1813,0,4;4;5;6;8;3,4;4;5;6;8
1815,0,4;4;5;6,4;4;5;6
1827,0,4;4;4;0;0;5;0;5,4;4;4;0;0;5;0
1828,0,4;4;4;0;0;5;0;4,4;4;4;0;0;5;0;4
1842,0,4;4;4,4;4;4
1848,0,4;4;4;4;3,4;4;4;4;3
1855,0,4;4;4;4,4;4;4;4
1863,0,4;4;0,4;4
1887,0,4;4;6,4;4;6
1890,0,4;4;2;5;3;1;8,4;4;2;5;3;1;8
1910,0,4;4;2;5;9;2,4;4;2;5;9
1922,0,4;4;5;8,4;4;5
1925,0,4;4;5;3;3,4;4;5;3;3
1936,0,4;4;7;5,4;4;7
1937,0,4;4;7;0;3,4;4;7;0
1945,0,4;4;7,4;4
1960,0,4;4;4;4;1,4;4;4;4;1
1967,0,4;4;4;3;0;9,4;4;4;3;0
1978,0,4;4,4;4
1980,0,4;4;6,4;4
1981,0,4;4;6,4;4
1988,0,4;4;2;6,4;4;2;6
1989,0,4;4;2;0;9,4;4;2;0
2007,0,4;4;7;1,4;4;7
2012,0,4;4;9,4;4;9
2018,0,4;4;6;0;0;5,4;4;6;0;0
2020,0,4;4;9,4;4
2037,0,4;4;8;3,4;4;8;3
