parent,child,weight
0,1,6.573346931005442
1,2,0.2627438546988626
1,3,6.566203740646946
2,4,0.39488799192896673
2,5,2.126196446999304
3,6,0.023473485865901204
3,7,0.13176144415710078
4,8,0.9058497867225996
4,9,0.4260315523552463
5,10,0.3067821017488113
5,11,2.023880657439278
6,12,0.11459602095654021
6,13,0.35051007473206663
7,14,0.006928134246987419
7,15,0.03454064188369947
8,16,1.415974530285968
8,17,0.9740290089152812
9,18,5.9459803718570505
9,19,1.3201626701755131
10,20,2.8197492317346886
10,21,0.3148854665687459
11,22,0.13862715762968644
11,23,0.7290339825778318
12,24,0.05471316353410289
12,25,3.877882430181365
13,26,0.5991346338188415
13,27,0.33603420422102687
14,28,0.015397650547121552
14,29,0.059467039765764784
15,30,4.0062377703154315
15,31,0.4368876594041508
16,32,3.428524955125768
16,33,0.4719788373440915
17,34,0.2358136787717445
17,35,0.005042163800921476
18,36,1.52084401533259
18,37,0.06849255702655316
19,38,0.28630019480485386
19,39,0.014143630336131837
20,40,3.544746189154606
20,41,0.45066816337352966
21,42,2.337107230493433
21,43,1.453488964487756
22,44,1.2576769971178452
22,45,0.5116432436380017
23,46,0.6682667059903051
23,47,0.016911998537007967
24,48,1.4415560005571832
24,49,1.0604250885870328
25,50,0.48172552581045225
25,51,3.296418449266368
26,52,0.7750202181089434
26,53,0.05893443749127701
27,54,0.16050113405520883
27,55,2.22918821868521
28,56,0.3358376279646845
28,57,6.137689738802583
29,58,2.3204748816953513
29,59,0.7325568159774675
30,60,0.13512449603804907
30,61,4.574312722763095
31,62,0.024407604029619664
31,63,1.8249221832340177
32,64,0.40476109616995753
32,65,0.34344347280211845
33,66,0.09330230802431574
33,67,3.060947941089489
34,68,3.104586303943326
34,69,0.5882475104020698
35,70,1.5048244901526986
35,71,0.1728181107977354
36,72,5.124997590705218
36,73,2.8464469555519787
37,74,1.132106241255642
37,75,0.2345437933094401
38,76,2.601074351925972
38,77,0.1413167228676109
39,78,2.0016576208291954
39,79,0.2556683461409793
40,80,0.397718557760516
40,81,0.2111415285223646
41,82,0.675633463874553
41,83,0.37839306678932044
42,84,0.07655121707537599
42,85,0.6318315755505467
43,86,0.026762748597933355
43,87,0.9500979036326381
44,88,2.843584914973307
44,89,0.5094152191728718
45,90,0.2179443344767861
45,91,0.061966894074335546
46,92,3.673747626042093
46,93,0.5403067688806598
47,94,3.227478561757011
47,95,0.0022476005621834567
48,96,0.7713364193664023
48,97,0.029818286562993193
49,98,0.4586974755979107
49,99,3.2612671020814683
50,100,0.5728957443722746
50,101,0.9960639654516085
51,102,0.8435396284148327
51,103,1.977539152495722
52,104,0.23494685943723195
52,105,0.2453073700445628
53,106,0.18951985448693529
53,107,1.6277682985808126
54,108,0.47341321564593053
54,109,8.791452364127595
55,110,3.388439542658707
55,111,0.3298549007772157
56,112,0.49281854460094515
56,113,0.39633725093674865
57,114,0.8186390981232163
57,115,0.551038465604947
58,116,0.4291115845483636
58,117,0.005370200604595476
59,118,2.9145933901028127
59,119,0.4857468208422441
60,120,0.9430167929055878
60,121,0.306031870974709
61,122,0.009759337762796584
61,123,0.005982754494994363
62,124,1.8507526534082261
62,125,0.34249131680241784
63,126,0.27584191302661515
63,127,0.3622021058328478
64,128,0.40117329449554945
64,129,1.173043651666046
65,130,0.0335284044142444
65,131,4.29802720920574
66,132,0.1547966653733342
66,133,0.4731054045844011
67,134,2.453092891636601
67,135,2.6193404651873298
68,136,0.06825765810084942
68,137,0.8018117463944541
69,138,0.5298906234190354
69,139,0.5173069694161441
70,140,0.10883276073746358
70,141,0.19216197609580338
71,142,0.05995259904780177
71,143,0.01956870797106796
72,144,0.3818462390394381
72,145,0.45178112277414284
73,146,0.32651834296302723
73,147,0.05748073689781793
74,148,4.591070219348956
74,149,0.03544412828171852
75,150,0.539323786573841
