leaf,tape,target,non-target
128,0,4;0;4,4;0;4
129,0,4;8,4;8
130,0,4,4
131,0,4,4
132,0,4;7;1,4;7
133,0,4;7;2,4;7;2
134,0,4,4
135,0,4,4
136,0,4;6;5;1,4;6;5;1
137,0,4;6;5,4;6;5
138,0,4;6;0,4;6
139,0,4;6;2,4;6;2
140,0,4;6;5,4;6;5
141,0,4;6;4,4;6
142,0,4;6;5;1,4;6;5
143,0,4;6;5,4;6;5
144,0,4;9;6,4;9
145,0,4;9,4;9
146,0,4;9;2,4;9;2
147,0,4;9;8,4;9
148,0,4;9;7,4;9
149,0,4;9,4;9
150,0,4;9;7,4;9;7
151,0,4;9;9;9,4;9;9
152,0,4;0;0;2;5,4;0;0;2
153,0,4;0;0;2,4;0;0;2
154,0,4;0;0,4;0;0
155,0,4;0;0,4;0;0
156,0,4;0;1,4;0
157,0,4;0;3;4,4;0;3
158,0,4;0,4;0
159,0,4;0;0;2;2,4;0;0;2
160,0,4;0;8;7,4;0;8;7
161,0,4;0;8;7,4;0;8;7
162,0,4;0;8;4;8,4;0;8;4
163,0,4;0;8;0,4;0;8
164,0,4;0;6;1;1,4;0;6;1
165,0,4;0;6,4;0;6
166,0,4;0;5,4;0
167,0,4;0;1,4;0;1
168,0,4;0;8;9,4;0;8;9
169,0,4;0;8;0,4;0;8
170,0,4;0;0;2,4;0;0
171,0,4;0;0;6,4;0;0
172,0,4;0,4;0
173,0,4;0;8,4;0
174,0,4;0,4;0
175,0,4;0,4;0
176,0,4;5,4;5
177,0,4;5,4;5
178,0,4;2,4
179,0,4;5,4
180,0,4;5,4;5
181,0,4;5;6,4;5
182,0,4;5;6,4;5;6
183,0,4;5;6,4;5;6
184,0,4;3;7,4;3;7
185,0,4;3;7,4;3;7
186,0,4;3;7;5,4;3;7;5
187,0,4;3;7;5,4;3;7;5
188,0,4;3,4;3
189,0,4;3,4;3
190,0,4;3,4;3
191,0,4;3,4;3
192,0,2;5;2,2;5;2
193,0,2;5;2;5,2;5;2
194,0,2;5;5,2;5
195,0,2;5;3,2;5
196,0,2;5,2;5
197,0,2;5;0,2;5
198,0,2;5;2,2;5;2
199,0,2;5,2;5
200,0,2;5,2;5
201,0,2;5;7,2;5
202,0,2;5;1,2;5;1
203,0,2;5;1,2;5;1
204,0,2;5;3,2;5;3
205,0,2;5;3;8;0,2;5;3;8
206,0,2;5;4,2;5
207,0,2;5;3;1,2;5;3
208,0,2;3,2;3
209,0,2;3;8,2;3
210,0,2;3;5,2;3
211,0,2;3;7;6;6,2;3;7;6
212,0,2;3,2;3
213,0,2;3,2;3
214,0,2;3;7;0,2;3;7
215,0,2;3;1,2;3
216,0,2;3;8;4;9,2;3;8;4
217,0,2;3;8;4,2;3;8;4
218,0,2;3;8,2;3;8
219,0,2;3;8;2,2;3;8
220,0,2;3;8;5;6,2;3;8;5;6
221,0,2;3;8;5,2;3;8;5
222,0,2;3;8;5;1;5;4,2;3;8;5;1;5
223,0,2;3;8;5;1;7;5,2;3;8;5;1;7
224,0,4;9;4,4;9
225,0,4;9,4;9
226,0,4;9;8,4;9;8
227,0,4;9;8;7,4;9;8
228,0,4;9,4;9
229,0,4;9,4;9
230,0,4;9;1;5,4;9;1;5
231,0,4;9;1,4;9;1
232,0,4;9;4,4;9
233,0,4;9,4;9
234,0,4;9;8;0,4;9;8;0
235,0,4;9;8,4;9;8
236,0,4;9;9;2,4;9;9
237,0,4;9;9;4,4;9;9
238,0,4;9;9;2,4;9;9;2
239,0,4;9;9;7,4;9;9
240,0,4,4
241,0,4,4
242,0,4,4
243,0,4;2,4
244,0,4;0,4;0
245,0,4,4
246,0,4;0;7,4;0
247,0,4;0;6,4;0
248,0,4;4;4,4;4;4
249,0,4;4;4;6,4;4;4;6
250,0,4;4;4;6;1,4;4;4;6
251,0,4;4;4;6;7;7,4;4;4;6;7
252,0,4;4;2,4;4;2
253,0,4;4;2;0,4;4;2
254,0,4;4;9;6,4;4;9;6
255,0,4;4;9,4;4;9
