leaf,tape,target,non-target
54,0,6;5;3;1;0;9;3;0,6;5;3;1;0;9;3;0
77,0,3;6;9;8;1,3;6;9;8
82,0,3;9;9;4;9;9;7;2,3;9;9;4;9;9;7;2
84,0,3;9;9;4;4;6;9;0,3;9;9;4;4;6;9
90,0,3;9;9;2;4;7;3,3;9;9;2;4;7
96,0,6;5;6;4;3;1;4,6;5;6;4;3;1
97,0,6;5;6;4;3;2,6;5;6;4;3
99,0,6;5;6;4;3,6;5;6;4
102,0,6;5;6;5;3;2;1,6;5;6;5;3;2
103,0,6;5;6;5;3;1,6;5;6;5;3
104,0,6;5;0;1;2,6;5;0;1;2
105,0,6;5;0;1,6;5;0;1
107,0,6;5;0;8,6;5;0
110,0,6;7;2;6;7;8;7,6;7;2;6;7;8
111,0,6;7;2;6;7;6,6;7;2;6;7
112,0,6;7;2;0;0,6;7;2;0
116,0,6;7;9;4;9;4;9,6;7;9;4;9;4
117,0,6;7;9;4;9;7,6;7;9;4;9
120,0,6;5;2;6,6;5;2
121,0,6;5;8,6;5
122,0,6;8;7;9,6;8;7
123,0,6;8;4,6;8
124,0,6;9;2;4;9,6;9;2;4
125,0,6;8,6
150,0,3;6;9;8;8;4,3;6;9;8;8;4
151,0,3;6;9;8;8;7,3;6;9;8;8
153,0,3;6;6;8;6,3;6;6;8
155,0,3;6;8,3;6
156,0,3;9;9;4;9;9;7;2,3;9;9;4;9;9;7;2
157,0,3;9;9;4;9;9;7;2,3;9;9;4;9;9;7;2
160,0,3;9;9;4;9;9;7;2,3;9;9;4;9;9;7;2
161,0,3;9;9;4;9;9;7;2,3;9;9;4;9;9;7;2
162,0,3;9;9;4;4;6;8;1,3;9;9;4;4;6;8;1
163,0,3;9;9;4;4;6;8;4,3;9;9;4;4;6;8
182,0,6;5;6;4;6;5;2;0,6;5;6;4;6;5;2
183,0,6;5;6;4;6;5;3,6;5;6;4;6;5
186,0,6;5;6;9;8;2,6;5;6;9;8
187,0,6;5;6;9;3,6;5;6;9
188,0,6;5;0;6;3;6,6;5;0;6;3
190,0,6;5;3;1;0;6;9;8,6;5;3;1;0;6;9;8
191,0,6;5;3;1;0;6;9;5,6;5;3;1;0;6;9
192,0,6;5;3;1;0;7;1,6;5;3;1;0;7
193,0,6;5;3;1;0;9,6;5;3;1;0
195,0,6;7;2;9,6;7;2
196,0,6;7;9;5;6;1;7,6;7;9;5;6;1
197,0,6;7;9;5;6;4,6;7;9;5;6
198,0,6;7;9;5;4;3,6;7;9;5;4
199,0,6;7;9;5;3,6;7;9;5
200,0,6;5;1;2;4;3,6;5;1;2;4
201,0,6;5;1;2;8,6;5;1;2
204,0,3;6;4;9;4;1;4;2,3;6;4;9;4;1;4;2
205,0,3;6;4;9;4;1;4;2,3;6;4;9;4;1;4;2
206,0,3;6;4;9;4;1;4;1,3;6;4;9;4;1;4;1
207,0,3;6;4;9;4;1;4;7,3;6;4;9;4;1;4;7
213,0,3;6;4;9;3;6;3;6,3;6;4;9;3;6;3
214,0,3;6;4;9;3;6;8;9,3;6;4;9;3;6;8
215,0,3;6;4;9;3;6;0,3;6;4;9;3;6
217,0,3;6;4;9;1;0;6,3;6;4;9;1;0
252,0,3;6;6;6;7;6;3,3;6;6;6;7;6
254,0,3;6;1;5;3;5;3,3;6;1;5;3;5
255,0,3;6;1;0,3;6;1
259,0,3;9;9;4;9;9;7;2,3;9;9;4;9;9;7;2
268,0,3;9;9;2;5;4;4;2,3;9;9;2;5;4;4;2
269,0,3;9;9;2;5;4;4;2,3;9;9;2;5;4;4;2
272,0,3;9;9;2;5;3;9;9,3;9;9;2;5;3;9;9
273,0,3;9;9;2;5;3;9;9,3;9;9;2;5;3;9;9
281,0,3;9;9;7;3;1;5;0,3;9;9;7;3;1;5
282,0,3;9;9;7;3;1;4;6,3;9;9;7;3;1;4;6
283,0,3;9;9;7;3;1;4;2,3;9;9;7;3;1;4
286,0,3;9;9;7;3;0;1;1,3;9;9;7;3;0;1
287,0,3;9;9;7;3;0;4,3;9;9;7;3;0
