leaf,tape,target,non-target
54,0,6;5;3;1;0;9;3;0,6;5;3;1;0;9;3;0
82,0,3;9;9;4;9;9;7;2,3;9;9;4;9;9;7;2
96,0,6;5;6;4;3;1;4,6;5;6;4;3;1
104,0,6;5;0;1;2,6;5;0;1;2
157,0,3;9;9;4;9;9;7;2,3;9;9;4;9;9;7;2
160,0,3;9;9;4;9;9;7;2,3;9;9;4;9;9;7;2
183,0,6;5;6;4;6;5;3,6;5;6;4;6;5
186,0,6;5;6;9;8;2,6;5;6;9;8
187,0,6;5;6;9;3,6;5;6;9
190,0,6;5;3;1;0;6;9;8,6;5;3;1;0;6;9;8
214,0,3;6;4;9;3;6;8;9,3;6;4;9;3;6;8
254,0,3;6;1;5;3;5;3,3;6;1;5;3;5
255,0,3;6;1;0,3;6;1
272,0,3;9;9;2;5;3;9;9,3;9;9;2;5;3;9;9
282,0,3;9;9;7;3;1;4;6,3;9;9;7;3;1;4;6
291,0,3;9;9;7;9;4;3,3;9;9;7;9;4
320,0,3;6;4;9;1;2;8;6,3;6;4;9;1;2;8;6
343,0,3;6;4;8;9;5,3;6;4;8;9
412,0,3;9;9;2;5;4;7;4,3;9;9;2;5;4;7;4
414,0,3;9;9;2;5;4;9;0,3;9;9;2;5;4;9
432,0,3;9;9;7;3;6;2;6,3;9;9;7;3;6;2
444,0,6;5;1;3;3;3;4,6;5;1;3;3;3
449,0,3;6;4;9;4;1;4;7,3;6;4;9;4;1;4
480,0,3;6;4;8;7;0;1;8,3;6;4;8;7;0;1;8
487,0,3;6;4;8;7;4;7;5,3;6;4;8;7;4;7;5
498,0,3;6;4;8;0;3;6,3;6;4;8;0;3
506,0,3;6;4;1;1;7;0;8,3;6;4;1;1;7;0
508,0,3;6;4;4;5;8;6;4,3;6;4;4;5;8;6
513,0,3;6;4;4;5;5,3;6;4;4;5
514,0,3;6;4;4;8;7,3;6;4;4;8
515,0,3;6;4;4;9,3;6;4;4
527,0,3;6;0;8;0;2;7;8,3;6;0;8;0;2;7;8
541,0,3;6;0;8;0;3;5,3;6;0;8;0;3
550,0,3;6;0;8;5;6;1;2,3;6;0;8;5;6;1;2
578,0,3;9;9;4;4;2;0;8,3;9;9;4;4;2;0;8
582,0,3;9;9;4;4;2;0;0,3;9;9;4;4;2;0;0
592,0,3;9;9;4;4;2;2;8,3;9;9;4;4;2;2;8
599,0,3;9;9;2;5;5;5,3;9;9;2;5;5
620,0,3;9;9;7;8;4;2,3;9;9;7;8;4
623,0,6;5;6;9;1;6;4,6;5;6;9;1;6
633,0,3;6;4;9;1;8,3;6;4;9;1
645,0,3;6;4;8;7;6;5;1,3;6;4;8;7;6;5;1
666,0,3;6;4;8;7;0;5;9,3;6;4;8;7;0;5;9
678,0,3;6;4;8;0;1;9;7,3;6;4;8;0;1;9;7
679,0,3;6;4;8;0;1;9;3,3;6;4;8;0;1;9;3
681,0,3;6;4;8;0;1;3;2,3;6;4;8;0;1;3;2
684,0,3;6;4;8;0;9;9,3;6;4;8;0;9
694,0,3;6;4;1;1;7;7;1,3;6;4;1;1;7;7;1
717,0,3;6;0;8;0;2;3,3;6;0;8;0;2
724,0,3;6;0;8;0;3;6;4,3;6;0;8;0;3;6;4
729,0,3;6;0;8;5;6;5;2,3;6;0;8;5;6;5;2
734,0,3;6;0;8;5;6;4;9,3;6;0;8;5;6;4;9
736,0,3;6;0;8;5;6;4;1,3;6;0;8;5;6;4;1
740,0,3;6;0;8;5;6;4;4,3;6;0;8;5;6;4;4
749,0,3;9;9;4;4;2;0;8,3;9;9;4;4;2;0;8
757,0,3;9;9;4;4;2;2;5,3;9;9;4;4;2;2;5
758,0,3;9;9;4;4;2;2;5,3;9;9;4;4;2;2;5
782,0,3;9;9;2;0;9;4;6,3;9;9;2;0;9;4
783,0,3;9;9;2;0;9;7;7,3;9;9;2;0;9;7
798,0,3;6;4;8;7;6;5;4,3;6;4;8;7;6;5;4
813,0,3;6;4;8;7;6;0;1,3;6;4;8;7;6;0;1
816,0,3;6;4;8;7;0;0;5,3;6;4;8;7;0;0;5
822,0,3;6;4;8;7;0;0;6,3;6;4;8;7;0;0;6
823,0,3;6;4;8;7;0;0;7,3;6;4;8;7;0;0
830,0,3;6;4;8;7;0;5;2,3;6;4;8;7;0;5;2
832,0,3;6;4;8;7;4;7;1,3;6;4;8;7;4;7;1
835,0,3;6;4;8;0;1;3;8,3;6;4;8;0;1;3
845,0,3;6;4;4;5;6;9,3;6;4;4;5;6
847,0,3;6;0;8;0;2;8;1,3;6;0;8;0;2;8;1
848,0,3;6;0;8;0;2;8;1,3;6;0;8;0;2;8;1
862,0,3;6;0;8;0;2;7;0,3;6;0;8;0;2;7;0
879,0,3;9;9;4;4;2;0;8,3;9;9;4;4;2;0;8
880,0,3;9;9;4;4;2;0;8,3;9;9;4;4;2;0;8
883,0,3;9;9;4;4;2;0;8,3;9;9;4;4;2;0;8
885,0,3;9;9;4;4;2;2;5,3;9;9;4;4;2;2;5
887,0,3;9;9;4;4;2;2;5,3;9;9;4;4;2;2;5
893,0,3;9;9;2;0;1;8;7,3;9;9;2;0;1;8
897,0,3;9;9;2;0;9;1;1,3;9;9;2;0;9;1;1
899,0,3;6;4;8;7;6;5;4,3;6;4;8;7;6;5;4
907,0,3;6;4;8;7;0;0;5,3;6;4;8;7;0;0;5
911,0,3;6;4;8;7;0;1;3,3;6;4;8;7;0;1;3
931,0,3;9;9;4;4;2;2;5,3;9;9;4;4;2;2;5
935,0,3;6;4;8;7;0;0;5,3;6;4;8;7;0;0;5
