leaf,tape,target,non-target
273,0,7,
277,0,4;0,4;0
279,0,4;0,4
281,0,5;2,5
284,0,,
286,0,0;5,0
295,0,1;6;8;8;8,1;6;8;8
297,0,1;6;3;9,1;6;3
316,0,1;3;2,1;3;2
334,0,5;0;8;3,5;0;8
342,0,5;0;8,5;0
344,0,5;0;2,5;0;2
358,0,5;0;6;8;9,5;0;6;8;9
361,0,5;0;6;8;0;7,5;0;6;8;0
363,0,5;0;6;8;4,5;0;6;8
391,0,4;0;7,4;0
404,0,4;8;2,4;8;2
406,0,4;7,4
409,0,7,
415,0,,
416,0,5,5
417,0,5;3;1,5;3
423,0,5;7;5,5;7;5
426,0,5;4;4;6;9;0;7,5;4;4;6;9;0
432,0,5;0,5
434,0,5,5
442,0,5;0,5;0
470,0,0;9;4;9,0;9;4
480,0,6,6
484,0,6,6
486,0,0;9,0
488,0,4;5;3,4;5;3
494,0,1;8,1
507,0,3,
