leaf,tape,target,non-target
80,0,8;0;7;6;7;6;3,8;0;7;6;7;6
81,0,8;0;7;6;7;4,8;0;7;6;7
82,0,8;0;7;6;3;4,8;0;7;6;3
83,0,8;0;7;6;3,8;0;7;6
98,0,5;8;0;4;0,5;8;0;4
114,0,1;0;8;5;7,1;0;8;5
118,0,1;0;9;3;0,1;0;9;3
126,0,1;5;9;4,1;5;9
127,0,1;9,1
141,0,8;4;6;7;4;9;8,8;4;6;7;4;9
142,0,8;4;6;7;0;8,8;4;6;7;0
143,0,8;4;6;7;1,8;4;6;7
150,0,8;4;6;7;4;2,8;4;6;7;4
151,0,8;4;6;7;6,8;4;6;7
152,0,8;4;6;2;8;0;1;3,8;4;6;2;8;0;1
153,0,8;4;6;2;8;3;0;1,8;4;6;2;8;3;0
154,0,8;4;6;2;6;2,8;4;6;2;6
172,0,8;0;0;2;0;9;4;3,8;0;0;2;0;9;4;3
176,0,8;0;6;1;6;5;9;3,8;0;6;1;6;5;9;3
177,0,8;0;6;1;6;5;9;4,8;0;6;1;6;5;9
178,0,8;0;6;1;6;5;0;1,8;0;6;1;6;5;0;1
188,0,5;8;0;1;4,5;8;0;1
189,0,5;8;0;6,5;8;0
191,0,5;8;2;2;0,5;8;2;2
199,0,5;4;2;3;1;4;8;6,5;4;2;3;1;4;8;6
200,0,5;4;2;3;1;4;8;6,5;4;2;3;1;4;8;6
202,0,5;4;2;3;1;9;5;1,5;4;2;3;1;9;5
203,0,5;4;2;3;1;9;5,5;4;2;3;1;9
204,0,5;4;2;3;1;2;5;0,5;4;2;3;1;2;5
205,0,5;4;2;3;1;2;4,5;4;2;3;1;2
207,0,5;4;6;1;3;0,5;4;6;1;3
214,0,1;0;8;9;7;7;6;5,1;0;8;9;7;7;6;5
216,0,1;0;8;9;7;2;5;5,1;0;8;9;7;2;5;5
218,0,1;0;8;5;0,1;0;8;5
219,0,1;0;8;4,1;0;8
221,0,1;0;9;9;7;4,1;0;9;9;7
224,0,1;0;9;4;3;2,1;0;9;4;3
225,0,1;0;9;4;7,1;0;9;4
226,0,1;4;6;1;3;3,1;4;6;1;3
230,0,1;4;8;7;9;4;3;6,1;4;8;7;9;4;3
235,0,1;7;0;4;9,1;7;0;4
238,0,8;4;6;7;0;9;7;2,8;4;6;7;0;9;7;2
239,0,8;4;6;7;0;9;7;2,8;4;6;7;0;9;7;2
240,0,8;4;6;7;0;9;7;2,8;4;6;7;0;9;7;2
241,0,8;4;6;7;0;9;7;2,8;4;6;7;0;9;7;2
