source,target,weight
3551597595215}
15 13 {'weight': 1.9553841352462769}
16 6 {'weight': 2.8614866733551025}
16 12 {'weight': 2.371896505355835}
17 5 {'weight': 0.8894439935684204}
17 1 {'weight': 2.371896505355835}
18 7 {'weight': 1.9553842544555664}
18 11 {'weight': 0.8894439339637756}
19 2 {'weight': 3.378840923309326}
19 15 {'weight': 0.11849094927310944}
20 18 {'weight': 0.11849094927310944}
20 19 {'weight': 0.11849094927310944}
21 0 {'weight': 1.7383551597595215}
21 20 {'weight': 0.11849094927310944}
22 16 {'weight': 0.11849094927310944}
22 21 {'weight': 0.11849094927310944}
23 4 {'weight': 0.8894439935684204}
23 22 {'weight': 0.11849094927310944}
24 17 {'weight': 0.11849094927310944}
24 14 {'weight': 2.5114500522613525}
25 8 {'weight': 1.1629647016525269}
25 24 {'weight': 0.11849094927310944}
26 23 {'weight': 0.11849094927310944}
26 10 {'weight': 1.9553842544555664}
27 26 {'weight': 0.11849094927310944}
27 25 {'weight': 0.11849094927310944}
28 27 {'weight': 0.11849094927310944}
28 9 {'weight': 0.8894439339637756}
dummy_root 28 {'weight': 0.202273428440094}
