leaf,tape,target,non-target
1051,0,9;0;8;9;2;9;2;7,9;0;8;9;2;9;2;7
1055,0,9;0;8;9;2;9;5;2,9;0;8;9;2;9;5
1067,0,9;0;8;9;2;4,9;0;8;9;2
1073,0,9;0;8;9;2;3;9;5,9;0;8;9;2;3;9;5
1084,0,9;0;8;9;2;3;9;6,9;0;8;9;2;3;9
1095,0,9;0;8;7,9;0;8;7
1099,0,9;0;8;7;8,9;0;8;7;8
1104,0,9;0;8;7;9,9;0;8;7
1128,0,9;0;8;9;8,9;0;8;9;8
1129,0,9;0;8;9;8;0,9;0;8;9;8
1131,0,9;0;8;9;8;9,9;0;8;9;8
1137,0,9;0;8;3;4,9;0;8;3
1138,0,9;0;8;3;5,9;0;8;3
1149,0,9;0;8;3,9;0;8;3
1179,0,9;0;9;4;3;5;1;2,9;0;9;4;3;5;1;2
1194,0,9;0;9;4;3;7;8;0,9;0;9;4;3;7;8;0
1206,0,9;0;9;4;3;7;8,9;0;9;4;3;7;8
1212,0,9;0;9;4;3;7;8;3,9;0;9;4;3;7;8;3
1215,0,9;0;9;4;3;7;8;3,9;0;9;4;3;7;8;3
1220,0,9;0;8;0;2;0;9,9;0;8;0;2;0
1253,0,9;0;3;5;2,9;0;3;5;2
1264,0,9;0;3;6;7;4,9;0;3;6;7;4
1280,0,9;7;1;9,9;7;1
1294,0,9;7;1,9;7;1
1296,0,9;7;8,9;7;8
1304,0,9;7;8,9;7;8
1306,0,9;7;6,9;7;6
1318,0,9;1;4,9;1;4
1319,0,9;1;4;9,9;1;4
1331,0,9,9
1332,0,9;6,9
1354,0,9;3;2,9;3;2
1355,0,9;3;2;8,9;3;2
1369,0,9;2;7,9;2
1380,0,9;6,9
1384,0,9;8,9;8
1397,0,9,9
1406,0,9;3;0;6;6,9;3;0;6
1416,0,9;2;6;7,9;2;6
1447,0,9;2;2;5;7,9;2;2;5;7
1453,0,9;2;2;2;2;6,9;2;2;2;2
1467,0,9;2;2;2,9;2;2;2
1469,0,9;2;2,9;2;2
1507,0,9;2;6,9;2;6
1527,0,9;2;6;3;1;1,9;2;6;3;1
1532,0,9;2;6;3,9;2;6;3
1539,0,2;6;3;5,2;6;3;5
1569,0,,
1575,0,5;7;2,5;7
1582,0,1;7,1;7
1589,0,1;1,1;1
1602,0,8;9,8;9
1610,0,3,3
1611,0,3,
1618,0,5;8,5;8
1654,0,4;4;7;8;9,4;4;7;8;9
1665,0,3,
1669,0,,
1683,0,7;3;6,7;3
1688,0,8;1,8
1711,0,5;0;2;9,5;0;2;9
1713,0,5,5
1721,0,5;9;1;0,5;9;1
1723,0,5;9;8,5;9
1761,0,8,8
1763,0,8;4,8;4
1765,0,8;3;4;2;4,8;3;4;2;4
1785,0,8;3;8,8;3;8
1791,0,8;2;8,8;2;8
1793,0,2;5;6;2,2;5;6
1795,0,2;5;6;3;7,2;5;6;3
1818,0,2;9;2;2,2;9;2
1821,0,2;9;4,2;9
1826,0,2;7;5;0;3,2;7;5;0
1834,0,2;7;5,2;7;5
1856,0,2;2;6;7;9,2;2;6;7
1861,0,2;2;6;7;7;8,2;2;6;7;7;8
1870,0,2;2;5;8;1,2;2;5;8
1875,0,2;4;8,2;4
1876,0,2;4,2;4
1881,0,2;6;8;9,2;6;8;9
1884,0,2;1,2
1887,0,2;9;1,2;9
1890,0,2;0;2;8;2,2;0;2;8;2
1925,0,2;9;5;6;9,2;9;5;6;9
1932,0,2;9;5;4,2;9;5
1935,0,2;9;5;4,2;9;5
1943,0,2;9;5;0,2;9;5
1946,0,2;9;5;6,2;9;5;6
1950,0,2;9;5,2;9;5
1951,0,2;9;5,2;9;5
1954,0,2;9;1,2;9;1
1979,0,2;9;0;1;1,2;9;0;1;1
1999,0,2;5,2;5
2008,0,2;2;8;4,2;2;8;4
2028,0,2;0;0;2;0;0;6,2;0;0;2;0;0
