leaf,tape,target,non-target
140,0,6;1;7;6;4;4;4,6;1;7;6;4;4
224,0,4;1;4,4;1
245,0,6;1;2;8;9;1;1;5,6;1;2;8;9;1;1;5
267,0,6;9;3;6;8;9;2,6;9;3;6;8;9
268,0,6;9;3;6;8;4;1,6;9;3;6;8;4
296,0,8;1;7;3;3;2;7;7,8;1;7;3;3;2;7;7
312,0,8;1;7;4;2;7;8;6,8;1;7;4;2;7;8;6
321,0,8;1;0;2;1,8;1;0;2
360,0,0;5;4;4;0;8;0;6,0;5;4;4;0;8;0;6
390,0,6;1;2;1;8;4,6;1;2;1;8
402,0,6;1;2;8;1;6;0;6,6;1;2;8;1;6;0;6
413,0,6;1;3,6;1
422,0,6;9;3;6;8;5;9,6;9;3;6;8;5
440,0,6;4;4;8;1;5;1,6;4;4;8;1;5
484,0,2;6;5;2;8;4;0;9,2;6;5;2;8;4;0;9
492,0,2;2;9;0;4;6;6,2;2;9;0;4;6
498,0,2;2;6;9;5,2;2;6;9
518,0,0;5;4;8;6;1,0;5;4;8;6
540,0,8;3;6;4;4;0;8,8;3;6;4;4;0
552,0,6;1;2;1;2;2;5;2,6;1;2;1;2;2;5;2
573,0,6;1;2;8;6;3,6;1;2;8;6
578,0,6;1;5;5;9,6;1;5;5
583,0,6;9;3;6;8;2;9;9,6;9;3;6;8;2;9;9
585,0,6;9;3;6;8;2;9;9,6;9;3;6;8;2;9;9
592,0,6;9;3;1;9;7,6;9;3;1;9
597,0,6;9;3;3;0;2;6;1,6;9;3;3;0;2;6
601,0,6;9;3;8;4;9,6;9;3;8;4
612,0,8;1;7;3;3;2;7;7,8;1;7;3;3;2;7;7
613,0,8;1;7;3;3;2;7;7,8;1;7;3;3;2;7;7
617,0,8;1;7;3;3;2;7;3,8;1;7;3;3;2;7;3
619,0,8;1;7;3;3;2;7;5,8;1;7;3;3;2;7;5
646,0,2;6;5;2;6;7;0;1,2;6;5;2;6;7;0
669,0,2;1;5;8;4,2;1;5;8
680,0,0;5;4;4;5;9,0;5;4;4;5
698,0,0;5;4;4;8;3,0;5;4;4;8;3
701,0,0;5;4;8;9;6,0;5;4;8;9
703,0,0;5;4;2;5,0;5;4;2
725,0,6;1;2;1;2;2;5;2,6;1;2;1;2;2;5;2
765,0,8;1;7;3;3;2;7;3,8;1;7;3;3;2;7;3
770,0,8;1;7;3;3;2;7;5,8;1;7;3;3;2;7;5
781,0,8;1;7;4;9;9;5;3,8;1;7;4;9;9;5
784,0,2;6;5;2;1;8;0;6,2;6;5;2;1;8;0;6
785,0,2;6;5;2;1;8;0;6,2;6;5;2;1;8;0;6
787,0,2;6;5;2;1;8;0;0,2;6;5;2;1;8;0
794,0,2;2;9;7;1;1,2;2;9;7;1
802,0,2;7;4;1;2;7;8,2;7;4;1;2;7
808,0,2;7;4;7;7,2;7;4;7
822,0,0;5;4;0;7;7;7;4,0;5;4;0;7;7;7
834,0,8;3;4;9;3;5;0;5,8;3;4;9;3;5;0
836,0,8;3;6;4;5;5,8;3;6;4;5
841,0,8;3;6;9;3;3,8;3;6;9;3
848,0,8;3;2;5,8;3;2
863,0,6;4;4;8;2;9;8;3,6;4;4;8;2;9;8
865,0,6;4;4;8;7,6;4;4;8
869,0,8;1;7;3;3;2;7;0,8;1;7;3;3;2;7;0
885,0,2;7;1;0;6;5;8;1,2;7;1;0;6;5;8
901,0,0;5;4;4;8;3;8,0;5;4;4;8;3
925,0,6;1;2;1;2;4;3;7,6;1;2;1;2;4;3;7
947,0,0;5;4;4;1;7;8,0;5;4;4;1;7
957,0,8;3;6;0;8,8;3;6;0
959,0,8;1;7;3;3;2;7;7,8;1;7;3;3;2;7;7
962,0,8;1;7;3;3;2;7;0,8;1;7;3;3;2;7;0
968,0,2;7;1;0;6;5;6;5,2;7;1;0;6;5;6;5
977,0,0;5;4;7;3;2;6,0;5;4;7;3;2;6
