leaf,tape,target,non-target
1027,0,6;9;0;0;9,6;9;0;0;9
1032,0,6;9;0;0;8,6;9;0;0;8
1058,0,6;9;4,6;9;4
1062,0,6;9;0,6;9
1095,0,6;1;8,6;1;8
1100,0,6;1;5,6;1
1101,0,6;1,6;1
1112,0,6;1,6;1
1116,0,6;1;5;9;5,6;1;5;9;5
1123,0,6;1;7,6;1
1129,0,6;1;2;1,6;1;2;1
1133,0,6;1;2;5,6;1;2
1160,0,6;5;4;8,6;5;4;8
1174,0,6;5;1,6;5;1
1183,0,6;5,6;5
1185,0,6;5;4;8,6;5;4;8
1186,0,6;5;4;8;1,6;5;4;8
1199,0,6;5;8;4,6;5;8
1212,0,6;5;5;6,6;5;5
1220,0,6;4;6,6;4
1223,0,6;4;3,6;4
1225,0,6;8,6;8
1233,0,6;9,6
1249,0,6;5,6;5
1277,0,6;5;5,6;5
1278,0,6;5;2;3,6;5;2
1291,0,0;1;3;5;2;4,0;1;3;5;2
1297,0,0;1;8;0;0,0;1;8;0
1302,0,0;1;8,0;1;8
1306,0,0;1;6;5,0;1;6;5
1309,0,0;1;9;5,0;1;9
1310,0,0;1;6,0;1
1311,0,0;1;6;7,0;1;6
1317,0,0;3,0;3
1322,0,0;9;5;9,0;9;5
1348,0,0,0
1359,0,0,0
1388,0,0,0
1395,0,0;5;5,0;5
1400,0,0;5;1,0;5;1
1401,0,0;5;1,0;5
1421,0,0;0;2;1;2;3;0;9,0;0;2;1;2;3;0
1431,0,0;0;2;9,0;0;2
1438,0,0;0;2;8,0;0;2;8
1451,0,0;0;2;2;4,0;0;2;2
1459,0,0;0;2;9;1,0;0;2;9
1471,0,0;0;2;3;9,0;0;2;3
1497,0,0;5;7;7,0;5;7
1507,0,0;9,0
1519,0,0;9;5,0;9
1526,0,0;9;7;3,0;9;7;3
1529,0,0;9;1;8,0;9;1;8
1532,0,0;9;1,0;9;1
1538,0,5;1;5,5;1
1563,0,5;5;5;3;3;6,5;5;5;3;3
1564,0,5;5;9;2,5;5;9;2
1581,0,5;7;5;4;9;6,5;7;5;4;9;6
1611,0,2,
1631,0,7;6;7;5;6,7;6;7;5
1642,0,0,0
1647,0,0,0
1650,0,7;3;6,7;3
1665,0,1;3,1;3
1686,0,1;3;3;6;3;3,1;3;3;6;3;3
1688,0,1;3;5;4;8;7;1,1;3;5;4;8;7;1
1693,0,1;3;5;4;8;3,1;3;5;4;8;3
1702,0,1;9;1;4,1;9;1
1716,0,1;9;7;7;3;9,1;9;7;7;3
1718,0,1;9;7;7;8;4,1;9;7;7;8
1728,0,4;5,4;5
1732,0,4,4
1764,0,4;2,4
1766,0,4;4,4;4
1770,0,3;8,3;8
1808,0,8;2;8;2;5,8;2;8;2;5
1815,0,8;2;8;1,8;2;8;1
1829,0,8;8,8;8
1838,0,8;9;7,8;9
1842,0,8,8
1851,0,8;9;7,8;9;7
1855,0,8,8
1857,0,9,9
1862,0,1;4,1
1865,0,3;1;1,3;1;1
1869,0,3;3,3
1885,0,3;3,3;3
1911,0,0;3,0;3
1943,0,1;7;7;6,1;7;7
1949,0,1;5,1
1973,0,8;1;4;4;7,8;1;4;4
1975,0,8;1;4;1,8;1;4;1
1978,0,6;7,6
1994,0,2,2
2013,0,2;4;7,2;4
2028,0,2;6;4;3;8;8,2;6;4;3;8;8
2032,0,8;2;0,8;2
2034,0,8;8;4,8;8
2042,0,8;9,8;9
2043,0,8,8
