leaf,tape,target,non-target
1024,0,6;9;0;0;9,6;9;0;0;9
1025,0,6;9;0;0;9,6;9;0;0;9
1026,0,6;9;0;0;9;6;2,6;9;0;0;9;6
1027,0,6;9;0;0;9,6;9;0;0;9
1028,0,6;9;0;0;0,6;9;0;0;0
1029,0,6;9;0;0;0,6;9;0;0;0
1030,0,6;9;0;0;9,6;9;0;0;9
1031,0,6;9;0;0,6;9;0;0
1032,0,6;9;0;0;8,6;9;0;0;8
1033,0,6;9;0;0;8;5,6;9;0;0;8
1034,0,6;9;0;0;8;0,6;9;0;0;8
1035,0,6;9;0;0;8,6;9;0;0;8
1036,0,6;9;0;0;8;7;8,6;9;0;0;8;7;8
1037,0,6;9;0;0;8;7,6;9;0;0;8;7
1038,0,6;9;0;0;8;7;8;9,6;9;0;0;8;7;8
1039,0,6;9;0;0;8;7;8;3,6;9;0;0;8;7;8;3
1040,0,6;9;8,6;9;8
1041,0,6;9;8;1,6;9;8;1
1042,0,6;9;8;0,6;9;8
1043,0,6;9;8;1;8,6;9;8;1
1044,0,6;9;8,6;9;8
1045,0,6;9;8;0,6;9;8;0
1046,0,6;9;8;6,6;9;8;6
1047,0,6;9;8;6;8;1,6;9;8;6;8
1048,0,6;9;4,6;9
1049,0,6;9,6;9
1050,0,6;9;5;1,6;9;5
1051,0,6;9;5;0,6;9;5
1052,0,6;9;6,6;9
1053,0,6;9,6;9
1054,0,6;9;7;9,6;9;7;9
1055,0,6;9;7,6;9;7
1056,0,6;9;1;9,6;9;1;9
1057,0,6;9;1,6;9;1
1058,0,6;9;4,6;9;4
1059,0,6;9;8;1,6;9;8
1060,0,6;9,6;9
1061,0,6;9,6;9
1062,0,6;9;0,6;9
1063,0,6;9,6;9
1064,0,6;9;2,6;9
1065,0,6;9;7;9,6;9;7
1066,0,6;9;8;3,6;9;8;3
1067,0,6;9,6;9
1068,0,6;9;2;8,6;9;2
1069,0,6;9;2;4;1,6;9;2;4
1070,0,6;9;2,6;9;2
1071,0,6;9;2,6;9;2
1072,0,6;9,6;9
1073,0,6;9,6;9
1074,0,6;9;3;6,6;9;3
1075,0,6;9,6;9
1076,0,6;9;2;1,6;9;2;1
1077,0,6;9;2;6;3;3,6;9;2;6;3
1078,0,6;9;8;2,6;9;8
1079,0,6;9,6;9
1080,0,6;9;5;2,6;9;5
1081,0,6;9;5;5,6;9;5;5
1082,0,6;9;5;8,6;9;5;8
1083,0,6;9;5;8;8,6;9;5;8;8
1084,0,6;9;5;4;4,6;9;5;4
1085,0,6;9;5;4,6;9;5;4
1086,0,6;9;5,6;9;5
1087,0,6;9;5;9,6;9;5;9
1088,0,6;1;8;9;2,6;1;8;9
1089,0,6;1;8;9,6;1;8;9
1090,0,6;1;8;9;7,6;1;8;9;7
1091,0,6;1;8;9;6,6;1;8;9
1092,0,6;1;8;3;1,6;1;8;3
1093,0,6;1;8;3;8,6;1;8;3
1094,0,6;1;8,6;1;8
1095,0,6;1;8,6;1;8
1096,0,6;1;9,6;1
1097,0,6;1;1,6;1;1
1098,0,6;1;4;7,6;1;4
1099,0,6;1;4;3,6;1;4;3
1100,0,6;1;5,6;1
1101,0,6;1,6;1
1102,0,6;1;0;4,6;1;0
1103,0,6;1,6;1
1104,0,6;1;7;1;0,6;1;7;1
1105,0,6;1;7;5,6;1;7
1106,0,6;1;7;4,6;1;7;4
1107,0,6;1;7,6;1;7
1108,0,6;1;3;1,6;1;3;1
1109,0,6;1;3,6;1;3
1110,0,6;1;3,6;1;3
1111,0,6;1;3;2,6;1;3
1112,0,6;1,6;1
1113,0,6;1,6;1
1114,0,6;1;5,6;1;5
1115,0,6;1;5;3,6;1;5;3
1116,0,6;1;5;9;5,6;1;5;9;5
1117,0,6;1;5;9;9,6;1;5;9
1118,0,6;1;5,6;1;5
1119,0,6;1;5;3;9,6;1;5;3
1120,0,6;1;0,6;1;0
1121,0,6;1,6;1
1122,0,6;1;7;1,6;1;7
1123,0,6;1;7,6;1
1124,0,6;1;8;8,6;1;8
1125,0,6;1,6;1
1126,0,6;1;0;9,6;1;0
1127,0,6;1;0,6;1;0
1128,0,6;1;2;1;1,6;1;2;1
1129,0,6;1;2;1,6;1;2;1
1130,0,6;1;2,6;1;2
1131,0,6;1;2;6,6;1;2
1132,0,6;1;0,6;1
1133,0,6;1;2;5,6;1;2
1134,0,6;1,6;1
1135,0,6;1;0,6;1
1136,0,6;1;5,6;1;5
1137,0,6;1;5,6;1;5
1138,0,6;1;5;8,6;1;5;8
1139,0,6;1;5;8;0,6;1;5;8;0
1140,0,6;1;5,6;1;5
1141,0,6;1;5,6;1;5
1142,0,6;1;5,6;1;5
1143,0,6;1;5,6;1;5
1144,0,6;1;5;5;1;3;4,6;1;5;5;1;3
1145,0,6;1;5;5;1;3;6,6;1;5;5;1;3;6
1146,0,6;1;5;5,6;1;5;5
1147,0,6;1;5;5;8,6;1;5;5;8
1148,0,6;1;5;5;1;6;5;7,6;1;5;5;1;6;5;7
1149,0,6;1;5;5;1;6;5;7,6;1;5;5;1;6;5;7
1150,0,6;1;5;5;1;6;7;9,6;1;5;5;1;6;7
1151,0,6;1;5;5;1;6;0,6;1;5;5;1;6
1152,0,6;5;4,6;5;4
1153,0,6;5;4;1,6;5;4;1
1154,0,6;5;4;0,6;5;4
1155,0,6;5;4,6;5;4
1156,0,6;5;4;7;5;8,6;5;4;7;5;8
1157,0,6;5;4;7,6;5;4;7
1158,0,6;5;4;7;6,6;5;4;7
