leaf,tape,target,non-target
1039,0,3;9;9;4;0;1,3;9;9;4;0
1045,0,3;9;9;9;6;7;6,3;9;9;9;6;7
1053,0,3;9;9;9;8,3;9;9;9
1080,0,3;9;9;6;9,3;9;9;6
1088,0,3;9;4;6;9,3;9;4;6
1091,0,3;9;4;6;0,3;9;4;6
1101,0,3;9;4;1,3;9;4;1
1109,0,3;9;4;7;4,3;9;4;7
1131,0,3;9;4;0,3;9;4
1136,0,3;9;5,3;9;5
1140,0,3;9;5;7,3;9;5
1153,0,3;5;7;2;0,3;5;7;2;0
1154,0,3;5;7;3;8,3;5;7;3
1191,0,3;8,3
1194,0,3;1,3
1202,0,3;1;7;9;3,3;1;7;9
1203,0,3;1;7;9;3;5,3;1;7;9;3
1213,0,3;1;3,3;1;3
1215,0,3;1;0,3;1;0
1240,0,3;2;7,3;2;7
1242,0,3;2,3;2
1245,0,3,3
1249,0,3;1;8;6;3,3;1;8;6
1280,0,3;8,3;8
1291,0,3;1,3;1
1295,0,3;7;4;2,3;7;4
1301,0,3;2;1,3;2;1
1313,0,3;6,3;6
1324,0,3;3,3
1339,0,3;8;5;4,3;8;5;4
1370,0,3;9;6;3;9,3;9;6;3;9
1378,0,3;4;2;9;4;2,3;4;2;9;4
1381,0,3;4;2;4,3;4;2;4
1386,0,3;4;4;2;2,3;4;4;2;2
1395,0,3;4;4;1;6,3;4;4;1
1442,0,3;3;9;3,3;3;9
1472,0,3;3;1;7;0;5,3;3;1;7;0;5
1492,0,3;3;4,3;3
1496,0,3;3;4;5;6,3;3;4;5
1499,0,3;3;7,3;3;7
1521,0,3;3;3;2,3;3;3;2
1534,0,3;3,3;3
1535,0,3;3;0,3;3;0
1542,0,,
1551,0,,
1553,0,2;7;5;2,2;7;5;2
1562,0,9;5,9
1573,0,2;7,2
1579,0,2;2;8;4;5,2;2;8;4
1583,0,2;2;7,2;2;7
1598,0,2;9,2;9
1600,0,9;9,9;9
1606,0,9;2;1;7;0,9;2;1;7
1618,0,9;5;0,9;5
1622,0,9;5,9;5
1647,0,9;6;4;6,9;6;4;6
1654,0,9;3;0;8;6,9;3;0;8
1655,0,9;3;0;8;6;5;6;3,9;3;0;8;6;5;6
1656,0,9;5;2,9;5
1658,0,9;5,9;5
1661,0,9;4;5;0;0,9;4;5;0;0
1674,0,5;8;9;4,5;8;9
1676,0,9,9
1695,0,0;1;7;8;6;7,0;1;7;8;6
1699,0,0;6;4;1;1,0;6;4;1
1705,0,0;6;4,0;6;4
1711,0,0;6;4,0;6;4
1712,0,0;3;2;3;1;3,0;3;2;3;1
1726,0,0;6;0,0;6
1757,0,0;5;6;9,0;5;6
1759,0,0;5;6;5,0;5;6;5
1765,0,3,
1779,0,3;3;6;8;0,3;3;6;8;0
1796,0,5,5
1802,0,4,4
1808,0,1;0,1
1809,0,1;3;6,1;3
1817,0,,
1829,0,2,2
1846,0,0;3;5,0;3
1871,0,4;1,4;1
1878,0,4;4,4;4
1885,0,7,7
1897,0,9;3;3,9;3
1902,0,9;8,9
1905,0,,
1924,0,4;1,4;1
1930,0,4;1;2;6;3,4;1;2;6
1941,0,4;6,4
1946,0,4;1,4
1950,0,4;6;0,4;6;0
1992,0,4;9;0;3,4;9;0;3
1994,0,4;9;0;1,4;9;0
2006,0,4;9;8;4;4,4;9;8;4
2007,0,4;9;8;4;5,4;9;8;4
2020,0,4,4
2022,0,4,4
2025,0,4,4
2027,0,4;3;5;2,4;3;5
