leaf,tape,target,non-target
256,0,,
257,0,1,
258,0,,
259,0,,
260,0,,
261,0,,
262,0,6,
263,0,,
264,0,,
265,0,8,8
266,0,1;8,1
267,0,1;1;3,1;1
268,0,,
269,0,,
270,0,7;6;3,7;6
271,0,7,7
272,0,6,
273,0,6,6
274,0,8;4,8
275,0,8;9,8
276,0,3;9,3
277,0,,
278,0,,
279,0,5,
280,0,,
281,0,4;7,4
282,0,,
283,0,,
284,0,,
285,0,,
286,0,5,5
287,0,5;1,5
288,0,8;8,8;8
289,0,8,8
290,0,6,6
291,0,2,
292,0,,
293,0,,
294,0,,
295,0,8,8
296,0,9;3;5,9;3
297,0,9;9,9
298,0,9;3;2;9,9;3;2
299,0,9;0,9
300,0,7,7
301,0,,
302,0,7;8;3,7;8;3
303,0,7;2,7
304,0,6;3,6;3
305,0,6,6
306,0,6;4;8,6;4
307,0,6,6
308,0,6;0;7,6;0;7
309,0,6;0;0,6;0
310,0,6,6
311,0,6,6
312,0,8;6,8;6
313,0,8;6,8;6
314,0,8;6;1;0;8,8;6;1;0
315,0,8;6;1;9;1,8;6;1;9
316,0,8;5;3,8;5
317,0,8;5;6;9,8;5;6
318,0,8;5;2;1,8;5;2
319,0,8;5;2,8;5;2
320,0,1;2,1;2
321,0,1;2;8,1;2;8
322,0,1;4;5,1;4
323,0,1;4,1;4
324,0,1;0,1
325,0,1;2,1
326,0,1,1
327,0,1,1
328,0,4,4
329,0,,
330,0,7;9,7;9
331,0,7;3,7
332,0,9,9
333,0,9;7,9
334,0,9;0,9;0
335,0,9,9
336,0,3;2,3;2
337,0,3,3
338,0,3;3;9;8;6,3;3;9;8
339,0,3;3,3;3
340,0,3;0,3
341,0,3;3,3
342,0,3;9;0,3;9
343,0,3;3;8,3;3
344,0,1;9,1
345,0,1,1
346,0,1,1
347,0,1,1
348,0,,
349,0,8,
350,0,5,
351,0,6,
352,0,9;5,9
353,0,8,
354,0,2,
355,0,5,
356,0,,
357,0,6,
358,0,6,
359,0,5,
360,0,6;2,6;2
361,0,6;2;6,6;2
362,0,6,6
363,0,6;2,6
364,0,6;5,6;5
365,0,6;5;4,6;5
366,0,6;6,6
367,0,6,6
368,0,3,3
369,0,3;4,3
370,0,3;5;7,3;5
371,0,3;5;7,3;5;7
372,0,3;2,3
373,0,3;8,3;8
374,0,3;4;9,3;4
375,0,3;9,3
376,0,3;6;3,3;6
377,0,3;6;0,3;6;0
378,0,3;6;8,3;6
379,0,3;6,3;6
380,0,3;1,3
381,0,3,3
382,0,3;7,3
383,0,3;2,3
384,0,1;0;3;9,1;0;3
385,0,1;0;3;2,1;0;3
386,0,1;0,1;0
387,0,1;0;9;0,1;0;9
