leaf,tape,target,non-target
51,0,4;0;6;0;9;8;3,4;0;6;0;9;8
101,0,4;0;6;8;2;2,4;0;6;8;2
128,0,4;9;0;9;2;5;2;3,4;9;0;9;2;5;2
218,0,4;9;0;9;8;9;9;2,4;9;0;9;8;9;9;2
220,0,4;9;0;9;8;9;9;1,4;9;0;9;8;9;9;1
263,0,4;8;7;6;7;4;6;1,4;8;7;6;7;4;6
271,0,4;8;7;5;9;3;8,4;8;7;5;9;3
304,0,4;0;6;1;9;0;2;2,4;0;6;1;9;0;2
305,0,4;0;6;1;9;0;5,4;0;6;1;9;0
310,0,4;3;9;2;9;5,4;3;9;2;9
330,0,4;3;3;1;6;6,4;3;3;1;6
338,0,4;3;5;9;2;1,4;3;5;9;2
339,0,4;3;5;9;2,4;3;5;9
354,0,4;9;0;9;8;9;9;2,4;9;0;9;8;9;9;2
357,0,4;9;0;9;8;9;9;7,4;9;0;9;8;9;9
359,0,4;9;0;9;8;7;4;5,4;9;0;9;8;7;4;5
367,0,4;9;0;9;2;3;1;6,4;9;0;9;2;3;1;6
381,0,4;9;4;7;4;2;8;8,4;9;4;7;4;2;8
383,0,4;9;4;7;4;7;8,4;9;4;7;4;7
393,0,4;8;7;4;3;7;6;5,4;8;7;4;3;7;6;5
395,0,4;8;7;4;3;7;6;5,4;8;7;4;3;7;6;5
413,0,4;8;7;6;2;8;9,4;8;7;6;2;8
427,0,4;3;8;4;0;5;3;5,4;3;8;4;0;5;3;5
445,0,4;4;5;1,4;4;5
454,0,4;1;7;5,4;1;7
480,0,4;3;1;0;6;1;2;0,4;3;1;0;6;1;2;0
483,0,4;3;1;0;6;1;2;0,4;3;1;0;6;1;2;0
498,0,4;3;0;1;3;5;4,4;3;0;1;3;5
499,0,4;3;0;1;3;4,4;3;0;1;3
512,0,4;9;0;9;8;3;3;8,4;9;0;9;8;3;3;8
539,0,4;8;7;4;3;7;6;6,4;8;7;4;3;7;6;6
549,0,4;8;7;4;9;7;2,4;8;7;4;9;7
562,0,4;8;7;6;2;8;1;5,4;8;7;6;2;8;1;5
563,0,4;8;7;6;2;8;1;4,4;8;7;6;2;8;1
564,0,4;8;7;6;8;1;8;7,4;8;7;6;8;1;8;7
569,0,4;8;7;6;1,4;8;7;6
606,0,4;3;9;2;0;7;7;7,4;3;9;2;0;7;7;7
652,0,4;3;3;1;9;2;4;7,4;3;3;1;9;2;4;7
653,0,4;3;3;1;9;2;4;7,4;3;3;1;9;2;4;7
665,0,4;3;5;7;7,4;3;5;7
670,0,4;9;0;9;8;3;3;8,4;9;0;9;8;3;3;8
671,0,4;9;0;9;8;3;3;8,4;9;0;9;8;3;3;8
672,0,4;9;9;8;8;5;5;9,4;9;9;8;8;5;5;9
687,0,4;8;7;4;3;7;6;6,4;8;7;4;3;7;6;6
691,0,4;8;7;4;3;7;6;6,4;8;7;4;3;7;6;6
717,0,4;8;7;4;1;1;9,4;8;7;4;1;1
719,0,4;8;7;4;7;5,4;8;7;4;7
731,0,4;4;8;0;9;0;4,4;4;8;0;9;0
752,0,4;2;1;5;8;1;1,4;2;1;5;8;1;1
764,0,4;3;9;7;7;2;3,4;3;9;7;7;2
767,0,4;3;9;7;3;6,4;3;9;7;3
768,0,4;3;1;0;6;1;2;0,4;3;1;0;6;1;2;0
770,0,4;3;1;0;6;1;2;0,4;3;1;0;6;1;2;0
792,0,4;3;0;1;5;8,4;3;0;1;5
794,0,4;3;0;8;2;1;5;9,4;3;0;8;2;1;5
802,0,4;3;5;7;7;0;3,4;3;5;7;7;0
807,0,4;3;5;6;8,4;3;5;6
810,0,4;8;7;4;3;7;6;6,4;8;7;4;3;7;6;6
811,0,4;8;7;4;3;7;6;6,4;8;7;4;3;7;6;6
812,0,4;8;7;4;3;7;6;6,4;8;7;4;3;7;6;6
814,0,4;8;7;4;3;7;6;6,4;8;7;4;3;7;6;6
815,0,4;8;7;4;3;7;6;6,4;8;7;4;3;7;6;6
841,0,4;8;7;4;0;5;1,4;8;7;4;0;5
846,0,4;8;7;6;8;1;1;3,4;8;7;6;8;1;1
878,0,4;3;9;7;3;7;4;2,4;3;9;7;3;7;4;2
881,0,4;3;1;0;6;1;2;7,4;3;1;0;6;1;2;7
894,0,4;3;0;8;2;1;7,4;3;0;8;2;1
900,0,4;8;7;4;9;5;7;9,4;8;7;4;9;5;7;9
909,0,4;4;7;2;2;7;4;5,4;4;7;2;2;7;4
911,0,4;2;6;3;3;5;8,4;2;6;3;3;5
914,0,4;2;6;5;0,4;2;6;5;0
917,0,4;2;1;5;9;1;0,4;2;1;5;9;1
927,0,4;3;9;7;3;7;4;0,4;3;9;7;3;7;4
928,0,4;3;1;0;6;1;2;7,4;3;1;0;6;1;2;7
932,0,4;3;3;8;6;7;8;8,4;3;3;8;6;7;8;8
939,0,4;8;7;4;0;8,4;8;7;4;0
951,0,4;4;7;2;2;7;1;7,4;4;7;2;2;7;1;7
