leaf,tape,target,non-target
39,0,4;9;3;9;7;0,4;9;3;9;7
41,0,4;6;2;0;8,4;6;2;0
69,0,4;9;1;7;0;3;8;0,4;9;1;7;0;3;8
72,0,4;9;3;5;2;2;6;1,4;9;3;5;2;2;6
74,0,4;9;3;5;2;5;3;3,4;9;3;5;2;5;3;3
76,0,4;9;3;9;7;3;4;1,4;9;3;9;7;3;4
77,0,4;9;3;9;7;3;5;8,4;9;3;9;7;3;5
111,0,9;4;3;4,9;4;3
112,0,9;0;1;3,9;0;1
113,0,9;0;6,9;0
118,0,4;4;3;9,4;4;3
124,0,4;9;1;7;3;1;8;0,4;9;1;7;3;1;8;0
125,0,4;9;1;7;3;1;8;0,4;9;1;7;3;1;8;0
127,0,4;9;1;7;3;1;8;7,4;9;1;7;3;1;8
129,0,4;9;1;7;5;6;3,4;9;1;7;5;6
132,0,4;9;1;7;0;3;7;4,4;9;1;7;0;3;7;4
133,0,4;9;1;7;0;3;7;4,4;9;1;7;0;3;7;4
137,0,4;9;1;7;9;3,4;9;1;7;9
138,0,4;9;3;5;2;2;1;2,4;9;3;5;2;2;1
139,0,4;9;3;5;2;2;5,4;9;3;5;2;2
142,0,4;6;2;4;3;8;4,4;6;2;4;3;8
144,0,4;6;2;4;7;1,4;6;2;4;7
150,0,4;6;5;8;5,4;6;5;8
154,0,4;2;9;4;6;4;2;2,4;2;9;4;6;4;2
157,0,4;2;9;4;7;8,4;2;9;4;7
166,0,4;7;1;9;3,4;7;1;9
168,0,4;7;5;4;5;0,4;7;5;4;5
169,0,4;7;5;2,4;7;5
179,0,2;5;8;2;0;3,2;5;8;2;0
204,0,9;4;6;5;6;5;4,9;4;6;5;6;5
205,0,9;4;6;5;6;5,9;4;6;5;6
207,0,9;4;6;5,9;4;6
210,0,9;4;1;5,9;4;1
212,0,4;4;4;1;7,4;4;4;1
214,0,4;4;3;4;9,4;4;3;4
216,0,4;4;0;9;0,4;4;0;9
221,0,5;9;9,5;9
222,0,0;4;5;0,0;4;5
223,0,0;4;2,0;4
226,0,4;9;1;7;3;1;8;7,4;9;1;7;3;1;8;7
227,0,4;9;1;7;3;1;8;7,4;9;1;7;3;1;8;7
233,0,4;9;1;7;8,4;9;1;7
237,0,4;9;1;7;4;3,4;9;1;7;4
238,0,4;9;1;7;0;4;0,4;9;1;7;0;4
243,0,4;9;3;5;2;9,4;9;3;5;2
245,0,4;6;2;4;3;5,4;6;2;4;3
246,0,4;6;2;4;6;7;4,4;6;2;4;6;7
247,0,4;6;2;4;6,4;6;2;4;6
248,0,4;6;7;1;6;8;9,4;6;7;1;6;8
251,0,4;6;7;1;4;9,4;6;7;1;4
252,0,4;6;7;7;7;6,4;6;7;7;7
255,0,4;6;7;3;5,4;6;7;3
256,0,4;6;5;0;3,4;6;5;0
257,0,4;6;5;2;0,4;6;5;2
258,0,4;6;9;7;1,4;6;9;7
259,0,4;6;9;6,4;6;9
262,0,4;2;9;4;6;4;6;4,4;2;9;4;6;4;6
263,0,4;2;9;4;6;4;9,4;2;9;4;6;4
274,0,4;9;3;9;6;4,4;9;3;9;6
276,0,4;9;3;3;7;8,4;9;3;3;7
277,0,4;9;3;3;8,4;9;3;3
288,0,2;5;8;3;5;2;5;5,2;5;8;3;5;2;5;5
301,0,2;5;8;2;0;2;6;6,2;5;8;2;0;2;6
305,0,2;5;8;2;4,2;5;8;2
307,0,2;5;8;0;4;1;6;1,2;5;8;0;4;1;6
313,0,2;5;8;7,2;5;8
327,0,2;5;0;2;2;6,2;5;0;2;2
339,0,2;5;3;6;8;9,2;5;3;6;8
343,0,2;5;8;7;8;0,2;5;8;7;8
344,0,2;5;6;6;8,2;5;6;6
346,0,9;4;6;5;1;1;5;8,9;4;6;5;1;1;5
347,0,9;4;6;5;1;1;8,9;4;6;5;1;1
348,0,9;4;6;5;1;0;3,9;4;6;5;1;0
349,0,9;4;6;5;1;1;1,9;4;6;5;1;1
350,0,9;4;6;5;1;6,9;4;6;5;1
351,0,9;4;6;5;8,9;4;6;5
354,0,9;9;9;5;7;4,9;9;9;5;7
355,0,9;9;9;5;7,9;9;9;5
357,0,9;3;7,9;3
365,0,5;9;3;6;0;9,5;9;3;6;0
367,0,5;9;3;6;0,5;9;3;6
368,0,5;9;2;0;2,5;9;2;0
369,0,5;9;2;6,5;9;2
370,0,0;8;2,0;8
371,0,0;0,0
374,0,4;9;1;7;5;6;7;3,4;9;1;7;5;6;7;3
375,0,4;9;1;7;5;6;7;3,4;9;1;7;5;6;7;3
376,0,4;9;1;7;5;6;7;3,4;9;1;7;5;6;7;3
384,0,4;9;1;7;4;7;9;2,4;9;1;7;4;7;9;2
386,0,4;9;1;7;4;7;1;1,4;9;1;7;4;7;1
387,0,4;9;1;7;4;7;6,4;9;1;7;4;7
388,0,4;9;1;7;4;3;6;2,4;9;1;7;4;3;6
391,0,4;9;1;7;0;7;1,4;9;1;7;0;7
392,0,4;9;3;5;2;9;2;2,4;9;3;5;2;9;2;2
394,0,4;9;3;5;2;9;1;2,4;9;3;5;2;9;1
396,0,4;9;3;5;2;2;0;5,4;9;3;5;2;2;0
397,0,4;9;3;5;2;2;4,4;9;3;5;2;2
398,0,4;6;2;4;3;3;5;3,4;6;2;4;3;3;5
399,0,4;6;2;4;3;3;3,4;6;2;4;3;3
400,0,4;6;7;1;6;4;8,4;6;7;1;6;4
401,0,4;6;7;1;6;0;4,4;6;7;1;6;0
404,0,4;6;7;7;0;6;4,4;6;7;7;0;6
405,0,4;6;7;7;0;6,4;6;7;7;0
407,0,4;6;7;7;5,4;6;7;7
408,0,4;6;4;5;9;7;4,4;6;4;5;9;7
411,0,4;6;4;3,4;6;4
412,0,4;2;9;4;5;6;0;1,4;2;9;4;5;6;0;1
413,0,4;2;9;4;5;6;0;1,4;2;9;4;5;6;0;1
414,0,4;2;9;4;5;6;0;1,4;2;9;4;5;6;0;1
415,0,4;2;9;4;5;6;0;7,4;2;9;4;5;6;0
416,0,4;2;2;8;3;2;2;4,4;2;2;8;3;2;2
