parent,child,weight
0,1,2.7723748382135964
1,2,2.3905921548826203
1,3,12.707153174044022
2,4,2.3356836544282307
2,5,1.7771497304182524
3,6,4.243238113652082
3,7,1.7267624869595208
4,8,12.90556834062011
4,9,4.894316254958028
5,10,9.636001024681276
5,11,7.163547699862482
6,12,3.5194823209224966
6,13,2.878784906997663
7,14,0.947171316660948
7,15,8.76396421826472
8,16,4.6715283749513805
8,17,3.1831251295927125
9,18,2.6225053959173206
9,19,9.189869601492852
10,20,12.580010739055256
10,21,1.2586200966521117
11,22,4.372866389521921
11,23,5.846615448540831
12,24,3.718425656959461
12,25,2.7246935142330186
13,26,3.949608476173512
13,27,13.79459806892299
14,28,2.7964857347649525
14,29,3.292878939752122
15,30,4.750685496777098
15,31,0.5169739204509478
16,32,3.508311840741329
16,33,8.743465097634711
17,34,2.2438361937905853
17,35,7.9960020728747345
18,36,2.2131251797925646
18,37,3.6109838654429454
19,38,2.0271688495087568
19,39,2.8722792044312353
20,40,1.8246490639516262
20,41,1.0484159291657194
21,42,1.0082106100782386
21,43,9.251733018049752
22,44,1.3114716349592548
22,45,3.697692269368945
23,46,5.40812556759392
23,47,4.359803754712173
24,48,3.1331977222816243
24,49,6.709162750150877
25,50,5.959961584127128
25,51,2.9312733103601323
26,52,5.109854711278197
26,53,4.987030207208062
27,54,1.6038508981696467
27,55,1.6038508981696467
28,56,2.821859032183123
28,57,4.700516147528245
29,58,4.961493876120669
29,59,3.710061231075268
30,60,2.953862996164047
30,61,7.090823644305793
31,62,2.223485424175093
31,63,6.284274660547455
32,64,6.096271866085794
32,65,4.788651749185152
33,66,1.2775135098827894
33,67,4.180787539269353
34,68,2.5968713055597092
34,69,7.422194011128735
35,70,3.3979346662649386
35,71,6.416653809387995
36,72,10.524894291419882
36,73,0.19296218241859836
37,74,7.911427283446915
37,75,3.2962146409765545
38,76,0.9149240614968563
38,77,12.22918015150288
39,78,0.33056958078351567
39,79,3.424718286595738
40,80,1.9930943263887984
40,81,5.946263044678491
41,82,3.773998756070326
41,83,1.522805374738129
42,84,8.30554352436141
42,85,2.9141770311546544
43,86,5.076988200539456
43,87,3.822569830122267
44,88,13.877945915790281
44,89,3.423343070881288
45,90,4.82324788218672
45,91,5.361329361303967
46,92,1.737139508008473
46,93,2.8886060956014776
47,94,1.469117516248252
47,95,6.460321201880487
48,96,7.856280030789362
48,97,4.65676163917291
49,98,4.023980989859478
49,99,4.330163146057465
50,100,3.7034340252026565
50,101,2.903791085320159
51,102,3.4178593841440605
51,103,5.80308049552953
52,104,3.9697077681396036
52,105,4.585802300456311
53,106,4.105528889015989
53,107,6.461810283711063
56,108,2.2384386023563927
56,109,3.974565469260422
57,110,5.965783160025349
57,111,0.6100523839796224
58,112,5.112638969646415
