leaf,tape,target,non-target
127,0,0;1;6;7;5;2;0;7,0;1;6;7;5;2;0
147,0,0;1;9;8,0;1;9
178,0,0;8;7;4;1;6,0;8;7;4;1
192,0,6;7;9;1;4;7;0;4,6;7;9;1;4;7;0
212,0,6;1;4;5;7;3;6,6;1;4;5;7;3
215,0,6;1;6,6;1
223,0,2;1;2,2;1
228,0,0;1;6;7;5;2;3;7,0;1;6;7;5;2;3;7
229,0,0;1;6;7;5;2;3;5,0;1;6;7;5;2;3
239,0,0;1;6;0;6;0;3,0;1;6;0;6;0
265,0,0;1;9;2;3;5,0;1;9;2;3
326,0,6;0;8;1;6;7;5;1,6;0;8;1;6;7;5;1
338,0,6;6;3;8;8;9;3,6;6;3;8;8;9
340,0,6;6;3;8;5;1,6;6;3;8;5
394,0,0;1;9;2;3;8;6;4,0;1;9;2;3;8;6
467,0,0;8;4;6;8,0;8;4;6
479,0,6;0;8;1;6;7;5;3,6;0;8;1;6;7;5
486,0,6;6;3;2;2;9;0;7,6;6;3;2;2;9;0
499,0,6;6;3;9,6;6;3
501,0,6;8;2;6,6;8;2
554,0,0;1;1;5;7;2;0;1,0;1;1;5;7;2;0;1
574,0,0;5;5;8;9;0;4;0,0;5;5;8;9;0;4
595,0,0;5;5;2;0,0;5;5;2
596,0,0;5;5;2;0,0;5;5;2
603,0,0;2;5;6;7;5;0;6,0;2;5;6;7;5;0;6
611,0,0;2;5;3;5;7,0;2;5;3;5
621,0,0;2;5;6,0;2;5
622,0,0;2;7;6;9;5;1,0;2;7;6;9;5
635,0,0;8;7;4;7;8;5;0,0;8;7;4;7;8;5;0
642,0,0;8;4;4;6;5;7,0;8;4;4;6;5
659,0,6;6;3;9;2,6;6;3;9
673,0,0;1;3;6;2;8;7,0;1;3;6;2;8
700,0,0;1;3;4;8;9;3;0,0;1;3;4;8;9;3;0
701,0,0;1;3;4;8;9;3;7,0;1;3;4;8;9;3
702,0,0;1;3;4;8;7;7;8,0;1;3;4;8;7;7;8
708,0,0;1;3;4;0;1;0;3,0;1;3;4;0;1;0
722,0,0;1;4;6;3;4;0,0;1;4;6;3;4
724,0,0;5;5;8;9;7;9;5,0;5;5;8;9;7;9
730,0,0;5;5;8;5;8;5,0;5;5;8;5;8
756,0,0;2;5;3;9;4;2;3,0;2;5;3;9;4;2
764,0,0;2;7;6;5;7;5,0;2;7;6;5;7
784,0,6;6;3;8;0;5;3;7,6;6;3;8;0;5;3
790,0,0;1;3;6;2;8;9;1,0;1;3;6;2;8;9;1
797,0,0;1;3;6;2;8;4;7,0;1;3;6;2;8;4;7
798,0,0;1;3;6;7;4;3;8,0;1;3;6;7;4;3;8
809,0,0;1;3;6;6;5,0;1;3;6;6
820,0,0;1;3;1;4;8;4,0;1;3;1;4;8
827,0,0;1;9;2;3;9;5;2,0;1;9;2;3;9;5;2
833,0,0;1;4;6;3;7;2,0;1;4;6;3;7
851,0,0;5;5;1;7;0;8,0;5;5;1;7;0
858,0,0;2;7;9;0;0,0;2;7;9;0
859,0,0;2;7;9;1,0;2;7;9
860,0,0;8;7;4;7;8;5;0,0;8;7;4;7;8;5;0
864,0,0;1;3;6;2;8;9;1,0;1;3;6;2;8;9;1
865,0,0;1;3;6;2;8;9;1,0;1;3;6;2;8;9;1
874,0,0;1;3;6;6;4;0;3,0;1;3;6;6;4;0;3
876,0,0;1;3;6;6;6;2;7,0;1;3;6;6;6;2;7
881,0,0;1;3;6;3;1;0;9,0;1;3;6;3;1;0
895,0,0;5;5;1;9;3;3;3,0;5;5;1;9;3;3;3
907,0,0;5;5;1;7;0;6;1,0;5;5;1;7;0;6;1
911,0,0;8;7;4;7;8;5;0,0;8;7;4;7;8;5;0
914,0,0;1;3;6;7;4;3;5,0;1;3;6;7;4;3;5
917,0,0;1;3;6;6;6;3;9,0;1;3;6;6;6;3
923,0,0;1;3;6;3;1;1,0;1;3;6;3;1
931,0,0;5;5;1;9;3;5;3,0;5;5;1;9;3;5;3
936,0,0;5;5;1;7;0;6;2,0;5;5;1;7;0;6;2
938,0,0;1;3;6;3;1;6;4,0;1;3;6;3;1;6
942,0,0;5;5;1;9;3;3;0,0;5;5;1;9;3;3;0
