leaf,tape,target,non-target
54,0,6;0;6;7;4,6;0;6;7
55,0,6;0;6;6,6;0;6
67,0,0;1;6;7;1,0;1;6;7
71,0,0;1;6;0;6;5,0;1;6;0;6
99,0,6;7;9;1;6;6,6;7;9;1;6
107,0,6;0;8;3,6;0;8
117,0,0;5;0;2,0;5;0
118,0,0;5;3;5,0;5;3
119,0,0;5;2,0;5
121,0,2;9,2
124,0,0;1;6;7;5;1;5;9,0;1;6;7;5;1;5
125,0,0;1;6;7;5;1;7,0;1;6;7;5;1
127,0,0;1;6;7;5;2;0;7,0;1;6;7;5;2;0
146,0,0;1;9;0;6,0;1;9;0
147,0,0;1;9;8,0;1;9
154,0,0;5;3;5;9;4,0;5;3;5;9
155,0,0;5;3;5;7,0;5;3;5
157,0,0;5;3;2;5,0;5;3;2
159,0,0;5;3;7,0;5;3
164,0,0;5;0;0;6,0;5;0;0
168,0,0;2;5;4;4;4,0;2;5;4;4
178,0,0;8;7;4;1;6,0;8;7;4;1
184,0,6;7;9;1;6;8;7;2,6;7;9;1;6;8;7;2
185,0,6;7;9;1;6;8;7;2,6;7;9;1;6;8;7;2
186,0,6;7;9;1;6;8;3;8,6;7;9;1;6;8;3
187,0,6;7;9;1;6;8;2;2,6;7;9;1;6;8;2
188,0,6;7;9;1;6;8;2;8,6;7;9;1;6;8;2
189,0,6;7;9;1;6;8;7,6;7;9;1;6;8
190,0,6;7;9;1;4;8;8;7,6;7;9;1;4;8;8;7
191,0,6;7;9;1;4;8;8;9,6;7;9;1;4;8;8;9
192,0,6;7;9;1;4;7;0;4,6;7;9;1;4;7;0
193,0,6;7;9;1;4;5,6;7;9;1;4
195,0,6;7;9;1;2;7;7,6;7;9;1;2;7
196,0,6;7;9;1;2;3;5;2,6;7;9;1;2;3;5
197,0,6;7;9;1;2;3;2,6;7;9;1;2;3
200,0,6;0;8;1;6;7;5,6;0;8;1;6;7
201,0,6;0;8;1;6;9;9,6;0;8;1;6;9
202,0,6;0;8;9;4;7,6;0;8;9;4
203,0,6;0;8;9;5,6;0;8;9
212,0,6;1;4;5;7;3;6,6;1;4;5;7;3
213,0,6;1;4;5;5,6;1;4;5
215,0,6;1;6,6;1
218,0,6;8;5;2,6;8;5
220,0,0;5;0;6;3;0;0,0;5;0;6;3;0
221,0,0;5;0;6;7,0;5;0;6
222,0,2;1;1;4,2;1;1
223,0,2;1;2,2;1
224,0,4;4;6,4;4
225,0,4;0,4
226,0,1;6,1
227,0,3,
228,0,0;1;6;7;5;2;3;7,0;1;6;7;5;2;3;7
229,0,0;1;6;7;5;2;3;5,0;1;6;7;5;2;3
230,0,0;1;6;7;7;2;2;8,0;1;6;7;7;2;2;8
231,0,0;1;6;7;7;2;2;0,0;1;6;7;7;2;2
233,0,0;1;6;7;7;3,0;1;6;7;7
235,0,0;1;6;0;6;6;5;6,0;1;6;0;6;6;5
238,0,0;1;6;0;6;0;1;0,0;1;6;0;6;0;1
239,0,0;1;6;0;6;0;3,0;1;6;0;6;0
240,0,0;1;6;0;6;5;2,0;1;6;0;6;5
241,0,0;1;6;0;6;1;6,0;1;6;0;6;1
242,0,0;1;6;0;0;8;3;3,0;1;6;0;0;8;3
243,0,0;1;6;0;0;8;2,0;1;6;0;0;8
244,0,0;1;6;0;0;8;2,0;1;6;0;0;8
245,0,0;1;6;0;0;6,0;1;6;0;0
246,0,0;1;3;6;1;7;0;9,0;1;3;6;1;7;0;9
257,0,0;1;3;9;6;8,0;1;3;9;6
265,0,0;1;9;2;3;5,0;1;9;2;3
268,0,0;1;1;9;5;9,0;1;1;9;5
270,0,0;1;4;7;8;5,0;1;4;7;8
272,0,0;1;0;9,0;1;0
274,0,0;5;3;5;8;7;0;9,0;5;3;5;8;7;0
275,0,0;5;3;5;8;7;0,0;5;3;5;8;7
276,0,0;5;3;5;8;3;9,0;5;3;5;8;3
277,0,0;5;3;5;8;4,0;5;3;5;8
279,0,0;5;3;2;2;6,0;5;3;2;2
281,0,0;5;3;0;6;8,0;5;3;0;6
290,0,0;5;0;7;0,0;5;0;7
291,0,0;5;0;5,0;5;0
294,0,0;5;0;2;3,0;5;0;2
295,0,0;5;0;8;6,0;5;0;8
296,0,0;2;5;4;3;6,0;2;5;4;3
297,0,0;2;5;4;0,0;2;5;4
311,0,0;8;7;4;7;8;5;9,0;8;7;4;7;8;5
315,0,0;8;7;4;2,0;8;7;4
324,0,6;7;9;1;2;7;8;2,6;7;9;1;2;7;8;2
325,0,6;7;9;1;2;7;8;6,6;7;9;1;2;7;8;6
326,0,6;0;8;1;6;7;5;1,6;0;8;1;6;7;5;1
327,0,6;0;8;1;6;7;5;1,6;0;8;1;6;7;5;1
328,0,6;0;8;1;6;7;5;3,6;0;8;1;6;7;5;3
330,0,6;6;3;2;6;1;9;4,6;6;3;2;6;1;9;4
334,0,6;6;3;2;2;9;5;0,6;6;3;2;2;9;5;0
338,0,6;6;3;8;8;9;3,6;6;3;8;8;9
339,0,6;6;3;8;8;3,6;6;3;8;8
340,0,6;6;3;8;5;1,6;6;3;8;5
341,0,6;6;3;8;9,6;6;3;8
346,0,6;1;5;0;1,6;1;5;0
347,0,6;1;5;0,6;1;5
348,0,6;8;8;5;9,6;8;8;5
349,0,6;8;8;7,6;8;8
351,0,6;8;4,6;8
353,0,6;8;3;0,6;8;3
354,0,0;1;6;7;7;0;6;3,0;1;6;7;7;0;6
357,0,0;1;6;0;6;6;5;4,0;1;6;0;6;6;5;4
359,0,0;1;6;0;6;6;6;7,0;1;6;0;6;6;6;7
360,0,0;1;6;0;6;6;5;7,0;1;6;0;6;6;5;7
361,0,0;1;6;0;6;6;5;3,0;1;6;0;6;6;5
362,0,0;1;3;6;1;7;0;0,0;1;3;6;1;7;0;0
364,0,0;1;3;6;1;7;4;0,0;1;3;6;1;7;4;0
365,0,0;1;3;6;1;7;4;1,0;1;3;6;1;7;4
367,0,0;1;3;6;1;7;3,0;1;3;6;1;7
369,0,0;1;3;6;2;8;2;5,0;1;3;6;2;8;2
376,0,0;1;3;9;6;7;4;7,0;1;3;9;6;7;4;7
377,0,0;1;3;9;6;7;2,0;1;3;9;6;7
379,0,0;1;3;9;6;3,0;1;3;9;6
380,0,0;1;3;9;6;0;2;7,0;1;3;9;6;0;2
381,0,0;1;3;9;6;0;1,0;1;3;9;6;0
394,0,0;1;9;2;3;8;6;4,0;1;9;2;3;8;6
395,0,0;1;9;2;3;8;3,0;1;9;2;3;8
398,0,0;1;1;5;7;9;9,0;1;1;5;7;9
399,0,0;1;1;5;7;4,0;1;1;5;7
400,0,0;1;1;9;6;2;2,0;1;1;9;6;2
401,0,0;1;1;9;6;2,0;1;1;9;6
405,0,0;1;8,0;1
406,0,0;5;3;2;2;6;1;2,0;5;3;2;2;6;1
407,0,0;5;3;2;2;6;1,0;5;3;2;2;6
422,0,0;5;5;3;3;3,0;5;5;3;3
426,0,0;5;3;0;8;8,0;5;3;0;8
427,0,0;5;3;0;7,0;5;3;0
428,0,0;5;3;5;3,0;5;3;5
429,0,0;5;3;7,0;5;3
434,0,0;2;5;6;6;2;5;8,0;2;5;6;6;2;5
436,0,0;2;5;6;6;7;8,0;2;5;6;6;7
437,0,0;2;5;6;6;7,0;2;5;6;6
439,0,0;2;5;3;1;2,0;2;5;3;1
450,0,0;2;0;7;0,0;2;0;7
452,0,0;2;0;9,0;2;0
453,0,0;2;0,0;2
457,0,0;8;7;4;7;4;4,0;8;7;4;7;4
458,0,0;8;7;4;7;6;1,0;8;7;4;7;6
459,0,0;8;7;4;7;9,0;8;7;4;7
460,0,0;8;7;4;5;1;2,0;8;7;4;5;1
464,0,0;8;4;4;7;3,0;8;4;4;7
466,0,0;8;4;6;6;9,0;8;4;6;6
467,0,0;8;4;6;8,0;8;4;6
468,0,0;8;4;8;1,0;8;4;8
471,0,0;8;0;2;5;7,0;8;0;2;5
474,0,0;8;0;4;1;9,0;8;0;4;1
475,0,0;8;0;4;3,0;8;0;4
476,0,0;8;0;1;8,0;8;0;1
477,0,0;8;0;5,0;8;0
478,0,6;0;8;1;6;7;5;2,6;0;8;1;6;7;5;2
479,0,6;0;8;1;6;7;5;3,6;0;8;1;6;7;5
480,0,6;6;3;2;6;1;9;9,6;6;3;2;6;1;9;9
481,0,6;6;3;2;6;1;9;1,6;6;3;2;6;1;9
482,0,6;6;3;2;6;0;3;2,6;6;3;2;6;0;3;2
483,0,6;6;3;2;6;0;3;8,6;6;3;2;6;0;3
484,0,6;6;3;2;6;5;0,6;6;3;2;6;5
485,0,6;6;3;2;6;1,6;6;3;2;6
486,0,6;6;3;2;2;9;0;7,6;6;3;2;2;9;0
487,0,6;6;3;2;2;9;2;8,6;6;3;2;2;9;2
488,0,6;6;3;2;2;9;3;2,6;6;3;2;2;9;3;2
489,0,6;6;3;2;2;9;3;5,6;6;3;2;2;9;3;5
490,0,6;6;3;2;2;7;4;2,6;6;3;2;2;7;4
491,0,6;6;3;2;2;7,6;6;3;2;2
492,0,6;6;3;8;0;8;1,6;6;3;8;0;8
494,0,6;6;3;8;4;5,6;6;3;8;4
496,0,6;6;3;9;7;9,6;6;3;9;7
499,0,6;6;3;9,6;6;3
500,0,6;8;2;2;5,6;8;2;2
501,0,6;8;2;6,6;8;2
502,0,6;8;3;1;2;8,6;8;3;1;2
503,0,6;8;3;1;0,6;8;3;1
504,0,0;1;6;7;7;0;4;3,0;1;6;7;7;0;4
505,0,0;1;6;7;7;0;5,0;1;6;7;7;0
506,0,0;1;6;0;6;6;5;4,0;1;6;0;6;6;5;4
507,0,0;1;6;0;6;6;5;4,0;1;6;0;6;6;5;4
509,0,0;1;6;0;6;6;6;7,0;1;6;0;6;6;6;7
510,0,0;1;3;6;1;7;0;5,0;1;3;6;1;7;0;5
511,0,0;1;3;6;1;7;0;5,0;1;3;6;1;7;0;5
512,0,0;1;3;6;1;7;8;4,0;1;3;6;1;7;8;4
515,0,0;1;3;6;2;8;2;6,0;1;3;6;2;8;2;6
517,0,0;1;3;6;2;8;9;8,0;1;3;6;2;8;9
528,0,0;1;3;9;6;0;3;7,0;1;3;9;6;0;3
529,0,0;1;3;9;6;0;2;4,0;1;3;9;6;0;2
530,0,0;1;3;1;9;6;6,0;1;3;1;9;6;6
531,0,0;1;3;1;9;6,0;1;3;1;9;6
534,0,0;1;3;1;2;0;3,0;1;3;1;2;0
539,0,0;1;3;4;8;9;0,0;1;3;4;8;9
541,0,0;1;3;4;8;7;8,0;1;3;4;8;7
549,0,0;1;9;2;3;9;5;1,0;1;9;2;3;9;5;1
550,0,0;1;9;2;3;9;3;3,0;1;9;2;3;9;3;3
551,0,0;1;9;2;3;9;3;3,0;1;9;2;3;9;3;3
552,0,0;1;9;2;3;9;3;0,0;1;9;2;3;9;3;0
553,0,0;1;9;2;3;9;3;0,0;1;9;2;3;9;3;0
554,0,0;1;1;5;7;2;0;1,0;1;1;5;7;2;0;1
555,0,0;1;1;5;7;2;0;9,0;1;1;5;7;2;0
556,0,0;1;1;5;7;2;3;1,0;1;1;5;7;2;3
560,0,0;1;4;4;7,0;1;4;4
561,0,0;1;4;2,0;1;4
562,0,0;1;7;6;4;4;5,0;1;7;6;4;4
563,0,0;1;7;6;4;4,0;1;7;6;4
564,0,0;5;3;0;6;5;8;5,0;5;3;0;6;5;8;5
565,0,0;5;3;0;6;5;8;5,0;5;3;0;6;5;8
566,0,0;5;3;0;6;5;0;7,0;5;3;0;6;5;0
567,0,0;5;3;0;6;5;2,0;5;3;0;6;5
568,0,0;5;5;8;9;2;2;4,0;5;5;8;9;2;2;4
569,0,0;5;5;8;9;2;2;4,0;5;5;8;9;2;2;4
570,0,0;5;5;8;9;2;2;7,0;5;5;8;9;2;2;7
571,0,0;5;5;8;9;2;2;8,0;5;5;8;9;2;2
572,0,0;5;5;8;9;7;1;3,0;5;5;8;9;7;1
574,0,0;5;5;8;9;0;4;0,0;5;5;8;9;0;4
575,0,0;5;5;8;9;0;4,0;5;5;8;9;0
576,0,0;5;5;8;5;6;6;1,0;5;5;8;5;6;6;1
577,0,0;5;5;8;5;6;6;5,0;5;5;8;5;6;6
579,0,0;5;5;8;5;6;1,0;5;5;8;5;6
580,0,0;5;5;8;5;6;5,0;5;5;8;5;6;5
581,0,0;5;5;8;5;6,0;5;5;8;5;6
