leaf,tape,target,non-target
262,0,5;2;6,5;2
267,0,5;2;8;7;4,5;2;8;7;4
272,0,5;1,5
275,0,5;9;6;0,5;9;6
288,0,9;4,9;4
289,0,9,9
327,0,0;1;9;4,0;1;9;4
330,0,0;1;0,0;1;0
342,0,0;1;6;1;0,0;1;6;1
345,0,0;1;7;1,0;1;7
348,0,0;1;7;3;5,0;1;7;3;5
365,0,0;1;3;1;7,0;1;3;1;7
367,0,0;1;3;1;9;5,0;1;3;1;9
368,0,0;1;3;0;6,0;1;3;0
369,0,0;1;3;0;8,0;1;3;0
375,0,0;1;3;0;0,0;1;3;0
388,0,,
393,0,,
397,0,2;2;1,2;2;1
401,0,3;1,3
416,0,6;7,6;7
426,0,6;4;9,6;4;9
450,0,2;6,2;6
451,0,2;6;1,2;6
454,0,2;6,2;6
468,0,2;4,2;4
472,0,2;5;4,2;5
484,0,2;9;3;1,2;9;3
501,0,2;9;6;8;0,2;9;6;8
510,0,2;9;6;8;9;6,2;9;6;8;9
