leaf,tape,target,non-target
1025,0,4,4
1026,0,4;7,4
1035,0,4;2;3,4;2
1048,0,4;1;3;6,4;1;3
1066,0,3,3
1085,0,4;4;7;1,4;4;7
1087,0,4;5,4;5
1091,0,7;4;8,7;4
1095,0,7;7,7;7
1097,0,7;0,7
1099,0,7;4;2,7;4;2
1106,0,7;3;0,7;3
1116,0,7;5,7;5
1134,0,7;6;4;4;7,7;6;4;4;7
1136,0,7;6;5;3;0,7;6;5;3
1163,0,3;3,3;3
1164,0,3;3;8,3;3;8
1169,0,3;4;6;5;2;4,3;4;6;5;2
1175,0,3;4;6;1,3;4;6;1
1176,0,3;4;3,3;4;3
1177,0,3;4;3;0,3;4;3;0
1182,0,3;4;6,3;4;6
1188,0,3;3;2,3;3;2
1193,0,3;3;1,3;3
1199,0,3;3;7,3;3;7
1213,0,3;3;7,3;3;7
1214,0,3;3;7,3;3;7
1222,0,3;6,3;6
1237,0,3,3
1253,0,3;2;9;1;5;1,3;2;9;1;5;1
1265,0,3;2;0,3;2;0
1269,0,3;2;0;3,3;2;0
1271,0,3;2;0;0;2;4;2,3;2;0;0;2;4
1280,0,6;1,6;1
1292,0,4;7;0;1,4;7;0;1
1294,0,4;7;3,4;7
1309,0,2,
1321,0,5;8;6;1;7;5;1;9,5;8;6;1;7;5;1
1335,0,5;8;1;1;6;6,5;8;1;1;6;6
1342,0,5;8;1;3,5;8;1;3
1352,0,3;2,3;2
1354,0,9,9
1362,0,5,5
1364,0,3,
1366,0,9;2,9
1388,0,8;7;4;1,8;7;4
1408,0,5;7;0,5;7;0
1409,0,5;7;0,5;7;0
1422,0,5;7;5;7;2,5;7;5;7;2
1423,0,5;7;5;2;6,5;7;5;2
1434,0,5;7;3,5;7;3
1440,0,5;7;2;7;2,5;7;2;7
1470,0,5;7,5;7
1479,0,5;0;0,5;0;0
1495,0,5;0;2;4;9,5;0;2;4
1500,0,5;0;3,5;0;3
1503,0,5;0;3;8,5;0;3;8
1521,0,5,5
1528,0,5;6,5;6
1533,0,5;4;0;9,5;4;0
1537,0,0;3;6;5;8,0;3;6;5
1544,0,0;9;0,0;9;0
1550,0,0;6,0
1555,0,0,0
1579,0,2;5;0,2;5;0
1580,0,2;5;0;2;0,2;5;0;2;0
1591,0,2;2;5,2;2
1605,0,5,
1619,0,2;5;6;3,2;5;6;3
1640,0,0;3,0;3
1657,0,0,0
1678,0,3;8;7;6,3;8;7
1679,0,3;8,3;8
1683,0,6;4,6
1699,0,2,2
1725,0,3;1,3
1737,0,5;9;8,5;9;8
1745,0,5;0;2,5;0;2
1747,0,5;0;2;5,5;0;2;5
1748,0,5;0;2;8,5;0;2;8
1775,0,3;8;7,3;8;7
1777,0,7;9,7;9
1780,0,,
1783,0,2,
1787,0,4;0;3;2,4;0;3
1818,0,6;6,6;6
1827,0,6;6,6;6
1828,0,6;6;2,6;6;2
1833,0,6;6;3;7,6;6;3
1845,0,6;6;6;2;8;5,6;6;6;2;8;5
1864,0,6;5,6;5
1873,0,6;8,6;8
1885,0,6,6
1897,0,6;9;0;9,6;9;0
1906,0,6;9;9;8;3,6;9;9;8
1926,0,6;6,6;6
1935,0,6;5,6;5
1952,0,7;8,7;8
1974,0,7;6,7;6
1983,0,7,7
1989,0,3,3
1992,0,3;3,3;3
2001,0,3;9;3;9,3;9;3;9
2005,0,3;9;8,3;9;8
2009,0,3,3
2019,0,7;5,7;5
2025,0,5,5
2032,0,1;8,1
