leaf,tape,target,non-target
83,0,7;0;1;7;3;5;5,7;0;1;7;3;5
147,0,7;0;1;3;9;4;1,7;0;1;3;9;4
148,0,7;0;1;3;5;5,7;0;1;3;5
150,0,7;0;1;7;5;4;8;2,7;0;1;7;5;4;8
175,0,6;6;9;2;5;7,6;6;9;2;5
237,0,7;4;4;9;9;4,7;4;4;9;9
248,0,7;4;4;3;5;6,7;4;4;3;5
297,0,6;6;6;4;0;1;6,6;6;6;4;0;1
319,0,6;6;2;3;2,6;6;2;3
322,0,6;6;2;1;8;7,6;6;2;1;8
323,0,6;6;2;1;5;8,6;6;2;1;5
343,0,5;2;2;8;6;7,5;2;2;8;6
344,0,5;2;2;8;4;9;5,5;2;2;8;4;9
436,0,7;1;3;6;5;7,7;1;3;6;5
450,0,7;5;9;2,7;5;9
452,0,7;5;5,7;5
485,0,6;6;2;3;3;4,6;6;2;3;3
537,0,4;7;6,4;7
548,0,2;2;2;8;7;1;2;5,2;2;2;8;7;1;2
575,0,7;4;4;3;6;4;3;2,7;4;4;3;6;4;3
579,0,7;7;5;6;2;4;0;7,7;7;5;6;2;4;0
581,0,7;7;5;6;2;4;8,7;7;5;6;2;4
590,0,7;7;5;6;8;3,7;7;5;6;8
600,0,7;7;3;6;3;4;9,7;7;3;6;3;4
638,0,6;6;7;4;3;8;6;7,6;6;7;4;3;8;6;7
646,0,6;6;7;4;5;4;6;2,6;6;7;4;5;4;6
647,0,6;6;7;4;5;4;6,6;6;7;4;5;4
649,0,6;6;7;4;5;8,6;6;7;4;5
654,0,6;6;2;3;3;2;6;7,6;6;2;3;3;2;6
663,0,6;6;6;3;5;5;6,6;6;6;3;5;5
688,0,5;3;0;8;9;0;3;3,5;3;0;8;9;0;3
696,0,5;2;5;2;4,5;2;5;2
699,0,4;7;7;2;3;5,4;7;7;2;3
737,0,2;5;2;1;9;8,2;5;2;1;9
754,0,7;7;5;6;4;2;2,7;7;5;6;4;2
767,0,7;7;3;6;3;4;3,7;7;3;6;3;4
776,0,7;5;8;7;1;7;1;9,7;5;8;7;1;7;1
780,0,7;5;8;0;8;3,7;5;8;0;8
782,0,7;5;8;8;0,7;5;8;8
785,0,7;5;9;9;4,7;5;9;9
801,0,6;6;2;0;3;9,6;6;2;0;3
804,0,6;6;6;6;3;8,6;6;6;6;3
805,0,6;6;6;6;6,6;6;6;6
806,0,6;6;6;0;6;2;3,6;6;6;0;6;2
816,0,5;3;1;7;9;7;1;3,5;3;1;7;9;7;1
820,0,4;7;3;4;2;4;9,4;7;3;4;2;4
821,0,4;7;3;4;2;5,4;7;3;4;2
842,0,2;2;2;8;7;6;0;7,2;2;2;8;7;6;0;7
850,0,2;2;8;9;1;1,2;2;8;9;1
861,0,2;5;2;1;5;1,2;5;2;1;5
868,0,7;7;5;6;5;1;5;4,7;7;5;6;5;1;5;4
872,0,7;7;3;9;7;5;8;4,7;7;3;9;7;5;8
880,0,7;5;8;7;1;9;0,7;5;8;7;1;9
882,0,7;5;8;0;3;5,7;5;8;0;3
898,0,4;7;3;4;8;2;0,4;7;3;4;8;2
911,0,4;7;0;2;1;0,4;7;0;2;1
914,0,4;7;0;5;6,4;7;0;5;6
915,0,4;7;0;5,4;7;0;5
929,0,2;1;5;1;6,2;1;5;1
930,0,2;2;2;8;7;7;9;6,2;2;2;8;7;7;9;6
931,0,2;2;2;8;7;7;9;6,2;2;2;8;7;7;9
934,0,2;2;2;8;7;0;8,2;2;2;8;7;0
937,0,2;6;4;0;2;2,2;6;4;0;2
941,0,2;5;2;0;0,2;5;2;0
952,0,5;3;1;7;9;0;1;4,5;3;1;7;9;0;1;4
958,0,5;3;1;7;9;1;8;1,5;3;1;7;9;1;8
972,0,2;1;5;1;6;3;6;1,2;1;5;1;6;3;6
985,0,2;6;4;0;2;5;1,2;6;4;0;2;5
987,0,2;5;2;0;4;6;3;9,2;5;2;0;4;6;3;9
991,0,7;1;3;7;7;0;3;3,7;1;3;7;7;0;3;3
