leaf,tape,target,non-target
34,0,7;4;4;4;8;1,7;4;4;4;8
35,0,7;4;4;0,7;4;4
64,0,7;4;4;4;4;0;7;1,7;4;4;4;4;0;7
76,0,7;0;1;3;8;8;2,7;0;1;3;8;8
77,0,7;0;1;3;8;3,7;0;1;3;8
81,0,7;0;1;7;5;4,7;0;1;7;5
83,0,7;0;1;7;3;5;5,7;0;1;7;3;5
94,0,6;6;1;1;2;6;3,6;6;1;1;2;6
95,0,6;6;1;0,6;6;1
103,0,6;6;7;7,6;6;7
112,0,5;2;2;6;2;6,5;2;2;6;2
124,0,7;4;4;4;4;0;5;5,7;4;4;4;4;0;5
127,0,7;4;4;4;1;9;7,7;4;4;4;1;9
131,0,7;4;4;6;9;0,7;4;4;6;9
132,0,7;4;4;6;5;4,7;4;4;6;5
133,0,7;4;4;6;7,7;4;4;6
134,0,7;4;4;9;9;8;2,7;4;4;9;9;8
145,0,7;4;4;3;1;7,7;4;4;3;1
146,0,7;0;1;3;9;4;6;9,7;0;1;3;9;4;6
147,0,7;0;1;3;9;4;1,7;0;1;3;9;4
148,0,7;0;1;3;5;5,7;0;1;3;5
150,0,7;0;1;7;5;4;8;2,7;0;1;7;5;4;8
151,0,7;0;1;7;5;4;1,7;0;1;7;5;4
153,0,7;0;1;7;3;1;5;3,7;0;1;7;3;1;5
170,0,6;6;1;7;7;4;5;6,6;6;1;7;7;4;5
171,0,6;6;1;7;7;4;3,6;6;1;7;7;4
173,0,6;6;1;7;3;9,6;6;1;7;3
175,0,6;6;9;2;5;7,6;6;9;2;5
176,0,6;6;9;3;4;4,6;6;9;3;4
177,0,6;6;9;8,6;6;9
194,0,6;6;0;1,6;6;0
197,0,5;3;1;1;0;8;2,5;3;1;1;0;8
203,0,5;3;5,5;3
206,0,5;2;8;0;5,5;2;8;0
207,0,5;2;8;2;7,5;2;8;2
214,0,4;2;9;3;0,4;2;9;3
215,0,4;2;9,4;2
226,0,7;4;4;4;4;0;9;2,7;4;4;4;4;0;9
227,0,7;4;4;4;4;0;3,7;4;4;4;4;0
228,0,7;4;4;4;1;9;8;5,7;4;4;4;1;9;8;5
229,0,7;4;4;4;1;9;8;1,7;4;4;4;1;9;8
232,0,7;4;4;4;4;1,7;4;4;4;4
233,0,7;4;4;4;5,7;4;4;4
234,0,7;4;4;6;9;3;9;9,7;4;4;6;9;3;9
235,0,7;4;4;6;9;3;7,7;4;4;6;9;3
236,0,7;4;4;9;9;5;4,7;4;4;9;9;5
237,0,7;4;4;9;9;4,7;4;4;9;9
238,0,7;4;4;3;3;1;7,7;4;4;3;3;1
239,0,7;4;4;3;3;0,7;4;4;3;3
240,0,7;4;4;1;4;7,7;4;4;1;4
242,0,7;4;4;3;3;5;4;8,7;4;4;3;3;5;4
244,0,7;4;4;3;3;8;5,7;4;4;3;3;8
245,0,7;4;4;3;3;5,7;4;4;3;3
247,0,7;4;4;3;8;6;6,7;4;4;3;8;6
248,0,7;4;4;3;5;6,7;4;4;3;5
250,0,7;4;4;3;8;5;8;2,7;4;4;3;8;5;8
254,0,7;4;4;3;6;9;6,7;4;4;3;6;9
257,0,7;0;1;3;3,7;0;1;3
258,0,7;0;1;7;3;1;4;5,7;0;1;7;3;1;4;5
